transaction_id,customer_id,product_category,amount,quantity,payment_method,region,status,date
TXN-20260510-00141,CUST6256,Sports,2146.23,1,debit_card,Central,refunded,2026-05-10
TXN-20260510-00142,CUST7497,Groceries,2105.91,1,paypal,East,pending,2026-05-10
TXN-20260510-00143,CUST7177,Home & Garden,1246.58,3,debit_card,Central,completed,2026-05-10
TXN-20260510-00144,CUST2012,Groceries,87.19,6,bank_transfer,South,completed,2026-05-10
TXN-20260510-00145,CUST3242,Home & Garden,1629.06,10,paypal,South,refunded,2026-05-10
TXN-20260510-00146,CUST4917,Electronics,624.71,7,credit_card,Central,completed,2026-05-10
TXN-20260510-00147,CUST3883,Electronics,1594.54,4,paypal,West,processing,2026-05-10
TXN-20260510-00148,CUST6895,Groceries,2490.94,4,debit_card,West,processing,2026-05-10
TXN-20260510-00149,CUST5600,Toys,2408.29,4,bank_transfer,South,refunded,2026-05-10
TXN-20260510-00150,CUST9496,Electronics,1788.62,6,bank_transfer,South,completed,2026-05-10
TXN-20260510-00151,CUST1624,Groceries,83.12,4,paypal,West,completed,2026-05-10
TXN-20260510-00152,CUST2158,Clothing,428.92,4,credit_card,North,completed,2026-05-10
TXN-20260510-00153,CUST2128,Clothing,52.39,5,paypal,East,pending,2026-05-10
TXN-20260510-00154,CUST8292,Toys,1500.81,7,debit_card,West,pending,2026-05-10
TXN-20260510-00155,CUST9398,Automotive,805.01,2,paypal,South,refunded,2026-05-10
TXN-20260510-00156,CUST6034,Beauty,111.56,4,debit_card,North,refunded,2026-05-10
TXN-20260510-00157,CUST4856,Beauty,1170.6,5,crypto,West,pending,2026-05-10
TXN-20260510-00158,CUST3028,Electronics,412.78,2,debit_card,South,pending,2026-05-10
TXN-20260510-00159,CUST3805,Toys,2108.71,10,paypal,North,pending,2026-05-10
TXN-20260510-00160,CUST4422,Health,1920.85,9,credit_card,Central,processing,2026-05-10
TXN-20260510-00161,CUST8434,Beauty,680.85,10,paypal,Central,processing,2026-05-10
TXN-20260510-00162,CUST3128,Health,1927.44,8,crypto,East,processing,2026-05-10
TXN-20260510-00163,CUST5015,Health,1521.68,2,debit_card,North,completed,2026-05-10
TXN-20260510-00164,CUST3807,Beauty,592.58,9,debit_card,Central,processing,2026-05-10
TXN-20260510-00165,CUST5769,Electronics,708.69,3,paypal,Central,completed,2026-05-10
TXN-20260510-00166,CUST2181,Beauty,498.47,9,paypal,East,pending,2026-05-10
TXN-20260510-00167,CUST3532,Automotive,875.74,8,debit_card,East,refunded,2026-05-10
TXN-20260510-00168,CUST4973,Sports,1671.79,5,debit_card,Central,completed,2026-05-10
TXN-20260510-00169,CUST8904,Beauty,317.28,5,paypal,West,pending,2026-05-10
TXN-20260510-00170,CUST4523,Beauty,764.01,1,crypto,West,refunded,2026-05-10
TXN-20260510-00171,CUST1288,Books,40.58,7,debit_card,Central,refunded,2026-05-10
TXN-20260510-00172,CUST2476,Groceries,975.87,9,crypto,Central,pending,2026-05-10
TXN-20260510-00173,CUST9799,Books,490.77,1,crypto,North,processing,2026-05-10
TXN-20260510-00174,CUST2714,Beauty,2199.97,5,crypto,West,processing,2026-05-10
TXN-20260510-00175,CUST1048,Beauty,214.17,10,crypto,Central,refunded,2026-05-10
TXN-20260510-00176,CUST5001,Books,812.96,1,credit_card,South,pending,2026-05-10
TXN-20260510-00177,CUST5660,Beauty,525.8,4,crypto,West,completed,2026-05-10
TXN-20260510-00178,CUST6062,Sports,960.06,8,paypal,North,pending,2026-05-10
TXN-20260510-00179,CUST4381,Beauty,221.28,7,debit_card,Central,processing,2026-05-10
TXN-20260510-00180,CUST3401,Sports,1424.78,5,credit_card,North,completed,2026-05-10
TXN-20260510-00181,CUST6430,Automotive,364.89,9,credit_card,North,processing,2026-05-10
TXN-20260510-00182,CUST5046,Health,734.42,4,crypto,East,processing,2026-05-10
TXN-20260510-00183,CUST6343,Groceries,1124.24,4,debit_card,West,processing,2026-05-10
TXN-20260510-00184,CUST8895,Home & Garden,2206.09,7,paypal,North,completed,2026-05-10
TXN-20260510-00185,CUST4502,Automotive,1301.98,9,credit_card,West,processing,2026-05-10
TXN-20260510-00186,CUST9707,Electronics,1687.83,2,bank_transfer,Central,processing,2026-05-10
TXN-20260510-00187,CUST8862,Electronics,472.93,2,debit_card,Central,processing,2026-05-10
TXN-20260510-00188,CUST3808,Groceries,1623.5,6,bank_transfer,East,completed,2026-05-10
TXN-20260510-00189,CUST8852,Electronics,1887.75,7,crypto,West,pending,2026-05-10
TXN-20260510-00190,CUST1165,Books,1344.05,4,paypal,East,completed,2026-05-10
TXN-20260510-00191,CUST5039,Automotive,742.88,6,crypto,West,pending,2026-05-10
TXN-20260510-00192,CUST1457,Clothing,2060.3,10,crypto,North,refunded,2026-05-10
TXN-20260510-00193,CUST9207,Home & Garden,1160.62,1,bank_transfer,South,pending,2026-05-10
TXN-20260510-00194,CUST5716,Toys,824.73,4,paypal,Central,processing,2026-05-10
TXN-20260510-00195,CUST7494,Electronics,508.24,2,bank_transfer,Central,pending,2026-05-10
TXN-20260510-00196,CUST4549,Groceries,1790.34,8,paypal,North,processing,2026-05-10
TXN-20260510-00197,CUST9193,Clothing,1132.32,10,crypto,South,completed,2026-05-10
TXN-20260510-00198,CUST9656,Groceries,984.12,4,paypal,South,pending,2026-05-10
TXN-20260510-00199,CUST1348,Home & Garden,701.61,8,debit_card,West,processing,2026-05-10
TXN-20260510-00200,CUST6087,Clothing,1292.85,1,paypal,South,pending,2026-05-10
TXN-20260510-00201,CUST6219,Electronics,5.09,3,bank_transfer,Central,completed,2026-05-10
TXN-20260510-00202,CUST6601,Health,1090.33,7,paypal,South,completed,2026-05-10
TXN-20260510-00203,CUST6652,Beauty,1777.62,10,debit_card,North,completed,2026-05-10
TXN-20260510-00204,CUST9938,Books,1005.35,6,paypal,East,pending,2026-05-10
TXN-20260510-00205,CUST2276,Sports,1642.93,5,credit_card,Central,completed,2026-05-10
TXN-20260510-00206,CUST8160,Health,268.51,9,credit_card,West,pending,2026-05-10
TXN-20260510-00207,CUST3539,Groceries,2046.55,6,credit_card,East,refunded,2026-05-10
TXN-20260510-00208,CUST8043,Clothing,536.81,10,bank_transfer,South,refunded,2026-05-10
TXN-20260510-00209,CUST9884,Beauty,677.14,8,credit_card,Central,completed,2026-05-10
TXN-20260510-00210,CUST3646,Beauty,104.27,4,paypal,Central,processing,2026-05-10
TXN-20260510-00211,CUST9609,Sports,2221.32,7,bank_transfer,South,pending,2026-05-10
TXN-20260510-00212,CUST9167,Beauty,845.3,8,credit_card,North,completed,2026-05-10
TXN-20260510-00213,CUST6558,Toys,637.68,4,paypal,East,completed,2026-05-10
TXN-20260510-00214,CUST3112,Beauty,133.72,6,crypto,East,pending,2026-05-10
TXN-20260510-00215,CUST3975,Sports,1783.22,3,debit_card,North,completed,2026-05-10
TXN-20260510-00216,CUST1052,Books,80.17,7,bank_transfer,East,refunded,2026-05-10
TXN-20260510-00217,CUST4155,Health,562.97,7,debit_card,Central,refunded,2026-05-10
TXN-20260510-00218,CUST4830,Clothing,844.75,1,credit_card,North,completed,2026-05-10
TXN-20260510-00219,CUST1787,Toys,459.74,9,crypto,North,pending,2026-05-10
TXN-20260510-00220,CUST6721,Automotive,2217.08,7,debit_card,East,processing,2026-05-10
TXN-20260510-00221,CUST4327,Automotive,774.51,8,paypal,East,processing,2026-05-10
TXN-20260510-00222,CUST9520,Sports,1829.15,9,debit_card,East,pending,2026-05-10
TXN-20260510-00223,CUST7850,Home & Garden,1101.7,5,paypal,East,refunded,2026-05-10
TXN-20260510-00224,CUST4327,Home & Garden,439.71,2,paypal,North,refunded,2026-05-10
TXN-20260510-00225,CUST8014,Beauty,487.92,8,credit_card,West,pending,2026-05-10
TXN-20260510-00226,CUST7402,Clothing,2465.54,10,bank_transfer,South,completed,2026-05-10
TXN-20260510-00227,CUST1448,Health,1236.68,9,crypto,South,completed,2026-05-10
TXN-20260510-00228,CUST2754,Electronics,793.47,9,debit_card,Central,refunded,2026-05-10
TXN-20260510-00229,CUST4955,Home & Garden,1757.83,6,crypto,West,completed,2026-05-10
TXN-20260510-00230,CUST2598,Clothing,1154.29,4,crypto,South,completed,2026-05-10
TXN-20260510-00231,CUST3385,Health,1333.82,9,debit_card,East,pending,2026-05-10
TXN-20260510-00232,CUST5849,Groceries,2068.81,1,paypal,East,refunded,2026-05-10
TXN-20260510-00233,CUST2882,Clothing,489.46,6,paypal,West,pending,2026-05-10
TXN-20260510-00234,CUST6311,Home & Garden,962.62,9,credit_card,Central,processing,2026-05-10
TXN-20260510-00235,CUST2546,Books,1544.63,8,crypto,North,refunded,2026-05-10
TXN-20260510-00236,CUST3272,Groceries,2082.61,7,bank_transfer,East,completed,2026-05-10
TXN-20260510-00237,CUST7539,Groceries,1204.15,7,paypal,West,processing,2026-05-10
TXN-20260510-00238,CUST4084,Beauty,1209.48,2,credit_card,Central,pending,2026-05-10
TXN-20260510-00239,CUST9078,Home & Garden,427.38,8,crypto,West,completed,2026-05-10
TXN-20260510-00240,CUST1234,Beauty,2306.19,1,credit_card,North,completed,2026-05-10
TXN-20260510-00241,CUST1855,Toys,945.25,5,crypto,East,processing,2026-05-10
TXN-20260510-00242,CUST3023,Health,1583.39,8,credit_card,West,processing,2026-05-10
TXN-20260510-00243,CUST4488,Groceries,1677.04,8,credit_card,East,completed,2026-05-10
TXN-20260510-00244,CUST2223,Electronics,988.98,1,bank_transfer,Central,completed,2026-05-10
TXN-20260510-00245,CUST6288,Sports,1731.24,4,paypal,Central,refunded,2026-05-10
TXN-20260510-00246,CUST2979,Health,642.54,1,credit_card,East,pending,2026-05-10
TXN-20260510-00247,CUST6871,Beauty,1726.84,1,bank_transfer,West,pending,2026-05-10
TXN-20260510-00248,CUST8478,Clothing,283.68,7,paypal,South,completed,2026-05-10
TXN-20260510-00249,CUST8530,Toys,478.2,6,paypal,North,pending,2026-05-10
TXN-20260510-00250,CUST5950,Sports,1427.73,7,credit_card,North,completed,2026-05-10
TXN-20260510-00251,CUST9682,Beauty,789.19,10,crypto,North,completed,2026-05-10
TXN-20260510-00252,CUST3511,Books,758.12,3,paypal,North,completed,2026-05-10
TXN-20260510-00253,CUST3220,Toys,1767.74,4,crypto,South,refunded,2026-05-10
TXN-20260510-00254,CUST8940,Health,2356.02,3,crypto,South,processing,2026-05-10
TXN-20260510-00255,CUST5962,Books,71.73,9,debit_card,Central,processing,2026-05-10
TXN-20260510-00256,CUST7466,Toys,476.31,3,paypal,West,processing,2026-05-10
TXN-20260510-00257,CUST9486,Beauty,1718.47,4,paypal,West,completed,2026-05-10
TXN-20260510-00258,CUST2786,Home & Garden,573.47,4,crypto,West,processing,2026-05-10
TXN-20260510-00259,CUST9317,Toys,52.4,9,paypal,South,completed,2026-05-10
TXN-20260510-00260,CUST2869,Groceries,90.57,6,credit_card,East,pending,2026-05-10
TXN-20260510-00261,CUST5100,Toys,478.53,4,credit_card,South,processing,2026-05-10
TXN-20260510-00262,CUST2544,Sports,1215.85,4,bank_transfer,East,processing,2026-05-10
TXN-20260510-00263,CUST4896,Groceries,2273.59,3,credit_card,East,processing,2026-05-10
TXN-20260510-00264,CUST5190,Clothing,1463.28,5,credit_card,Central,pending,2026-05-10
TXN-20260510-00265,CUST7519,Sports,1853.74,2,bank_transfer,South,processing,2026-05-10
TXN-20260510-00266,CUST3364,Clothing,575.94,9,bank_transfer,North,processing,2026-05-10
TXN-20260510-00267,CUST4373,Beauty,933.12,8,credit_card,North,pending,2026-05-10
TXN-20260510-00268,CUST6384,Books,61.79,8,bank_transfer,East,pending,2026-05-10
TXN-20260510-00269,CUST7817,Sports,1102.62,7,credit_card,East,completed,2026-05-10
TXN-20260510-00270,CUST3174,Clothing,169.26,10,debit_card,East,refunded,2026-05-10
TXN-20260510-00271,CUST6638,Electronics,862.44,3,crypto,South,pending,2026-05-10
TXN-20260510-00272,CUST1193,Electronics,674.93,10,bank_transfer,South,processing,2026-05-10
TXN-20260510-00273,CUST8710,Beauty,481.18,5,credit_card,North,completed,2026-05-10
TXN-20260510-00274,CUST4490,Automotive,2004.78,10,crypto,East,completed,2026-05-10
TXN-20260510-00275,CUST7314,Toys,67.76,6,credit_card,West,processing,2026-05-10
TXN-20260510-00276,CUST4437,Home & Garden,1054.71,1,debit_card,East,refunded,2026-05-10
TXN-20260510-00277,CUST7553,Toys,342.6,4,bank_transfer,West,completed,2026-05-10
TXN-20260510-00278,CUST6152,Toys,1719.52,8,debit_card,Central,refunded,2026-05-10
TXN-20260510-00279,CUST6983,Automotive,469.24,1,debit_card,North,refunded,2026-05-10
TXN-20260510-00280,CUST4920,Toys,280.46,5,credit_card,East,refunded,2026-05-10
TXN-20260510-00281,CUST2091,Electronics,2098.84,3,paypal,Central,refunded,2026-05-10
TXN-20260510-00282,CUST8448,Clothing,1122.86,10,paypal,South,processing,2026-05-10
TXN-20260510-00283,CUST9888,Electronics,2183.35,1,paypal,West,pending,2026-05-10
TXN-20260510-00284,CUST2804,Sports,139.35,1,crypto,South,refunded,2026-05-10
TXN-20260510-00285,CUST9967,Clothing,136.51,6,paypal,Central,pending,2026-05-10
TXN-20260510-00286,CUST4561,Home & Garden,1723.27,10,credit_card,East,processing,2026-05-10
TXN-20260510-00287,CUST1509,Sports,2013.7,1,crypto,South,completed,2026-05-10
TXN-20260510-00288,CUST6911,Electronics,1675.55,2,bank_transfer,North,completed,2026-05-10
TXN-20260510-00289,CUST6609,Toys,68.09,2,paypal,North,completed,2026-05-10
TXN-20260510-00290,CUST8581,Clothing,2046.16,8,debit_card,South,refunded,2026-05-10
TXN-20260510-00291,CUST4079,Groceries,1366.93,1,paypal,Central,pending,2026-05-10
TXN-20260510-00292,CUST3889,Automotive,2417.86,10,bank_transfer,Central,completed,2026-05-10
TXN-20260510-00293,CUST2974,Beauty,2048.29,9,debit_card,South,refunded,2026-05-10
TXN-20260510-00294,CUST7801,Toys,2159.79,4,credit_card,North,refunded,2026-05-10
TXN-20260510-00295,CUST2482,Books,2064.32,3,crypto,East,refunded,2026-05-10
TXN-20260510-00296,CUST5913,Beauty,1487.05,1,debit_card,South,completed,2026-05-10
TXN-20260510-00297,CUST4188,Beauty,1692.14,6,debit_card,Central,completed,2026-05-10
TXN-20260510-00298,CUST4195,Toys,2159.6,8,paypal,Central,refunded,2026-05-10
TXN-20260510-00299,CUST5674,Automotive,2118.74,7,bank_transfer,Central,refunded,2026-05-10
TXN-20260510-00300,CUST5182,Beauty,537.97,4,paypal,Central,processing,2026-05-10
TXN-20260510-00301,CUST1792,Automotive,684.41,8,credit_card,South,processing,2026-05-10
TXN-20260510-00302,CUST4779,Toys,1386.99,8,crypto,East,refunded,2026-05-10
TXN-20260510-00303,CUST7634,Toys,2390.41,5,paypal,South,pending,2026-05-10
TXN-20260510-00304,CUST3380,Health,952.08,8,crypto,Central,pending,2026-05-10
TXN-20260510-00305,CUST8384,Clothing,2011.51,9,bank_transfer,East,completed,2026-05-10
TXN-20260510-00306,CUST1999,Toys,1502.32,7,crypto,West,processing,2026-05-10
