transaction_id,customer_id,product_category,amount,quantity,payment_method,region,status,date
,CUST6855,Electronics,294.27,9,bank_transfer,South,completed,2026-05-11
TXN-20260511-00383,CUST9647,Health,1307.53,6,debit_card,North,refunded,2026-05-11
TXN-20260511-00057,CUST3930,Groceries,726.73,4,bank_transfer,Central,refunded,2026-05-11
TXN-20260511-00002,CUST8367,Home & Garden,2060.47,10,debit_card,South,pending,2026-05-11
TXN-20260511-00567,CUST1210,Home & Garden,839.82,1,debit_card,West,refunded,2026-05-11
TXN-20260511-00051,CUST6640,Groceries,830.91,2,crypto,West,processing,2026-05-11
TXN-20260511-00893,CUST5339,Toys,367.1,4,paypal,South,pending,2026-05-11
TXN-20260511-00636,CUST6449,Sports,297.49,5,credit_card,Central,completed,2026-05-11
TXN-20260511-00215,CUST3480,Clothing,663.79,5,crypto,South,completed,2026-05-11
TXN-20260511-00294,CUST9434,Home & Garden,2366.78,6,paypal,Central,refunded,2026-05-11
TXN-20260511-00010,CUST1370,Clothing,1779.7,3,crypto,Central,processing,2026-05-11
TXN-20260511-00541,CUST4131,Health,,5,paypal,South,pending,2026-05-11
TXN-20260511-00854,CUST4707,Health,2000.3,10,credit_card,South,completed,2026-05-11
,CUST3353,Books,2272.32,1,debit_card,Central,completed,2026-05-11
TXN-20260511-00922,CUST4625,Beauty,1422.6,7,bank_transfer,North,processing,2026-05-11
TXN-20260511-00668,CUST7367,Clothing,436.47,4,crypto,East,refunded,2026-05-11
TXN-20260511-00826,CUST4246,Sports,2039.88,4,paypal,East,completed,2026-05-11
TXN-20260511-00724,CUST5837,Sports,557.14,4,bank_transfer,Central,completed,2026-05-11
TXN-20260511-00418,CUST9410,Groceries,432.26,1,debit_card,East,processing,2026-05-11
TXN-20260511-00309,CUST4535,Electronics,656.02,4,bank_transfer,North,processing,2026-05-11
TXN-20260511-00654,CUST2178,Clothing,175.66,8,debit_card,Central,pending,2026-05-11
TXN-20260511-00786,CUST8157,Health,1138.76,9,credit_card,West,processing,2026-05-11
,CUST1270,Electronics,568.06,9,debit_card,North,refunded,2026-05-11
TXN-20260511-00478,CUST8543,Groceries,1356.57,9,crypto,North,refunded,2026-05-11
,CUST2509,Automotive,1157.77,2,crypto,East,processing,2026-05-11
TXN-20260511-00002,CUST5140,Books,187.38,2,paypal,East,pending,2026-05-11
TXN-20260511-00113,CUST6186,Toys,278.81,6,paypal,North,refunded,2026-05-11
TXN-20260511-00467,CUST5244,Clothing,1745.3,2,crypto,North,completed,2026-05-11
TXN-20260511-00087,CUST4510,Home & Garden,1725.31,5,debit_card,West,completed,2026-05-11
TXN-20260511-00585,CUST3497,Books,1139.49,6,debit_card,East,processing,2026-05-11
TXN-20260511-00752,CUST2335,Electronics,370.25,8,paypal,West,refunded,2026-05-11
TXN-20260511-00556,CUST7494,Health,1720.14,4,credit_card,South,completed,2026-05-11
TXN-20260511-00960,CUST7331,Home & Garden,1302.75,6,credit_card,South,refunded,2026-05-11
TXN-20260511-00517,CUST5846,Beauty,2346.08,7,bank_transfer,East,refunded,2026-05-11
TXN-20260511-00494,CUST7171,Groceries,348.08,6,bank_transfer,Central,pending,2026-05-11
TXN-20260511-00010,CUST2274,Home & Garden,2109.24,5,crypto,West,completed,2026-05-11
TXN-20260511-00939,CUST2943,Automotive,55.54,5,credit_card,East,completed,2026-05-11
TXN-20260511-00572,CUST2613,Toys,1389.31,3,paypal,East,refunded,2026-05-11
TXN-20260511-00006,CUST4153,Toys,1811.85,1,debit_card,West,pending,2026-05-11
TXN-20260511-00810,CUST5046,Beauty,543.99,3,debit_card,North,processing,2026-05-11
TXN-20260511-00257,CUST4366,Health,1653.82,9,crypto,East,processing,2026-05-11
TXN-20260511-00093,CUST4339,Health,1784.96,4,bank_transfer,West,pending,2026-05-11
TXN-20260511-00954,CUST4544,Beauty,159.95,3,bank_transfer,Central,processing,2026-05-11
TXN-20260511-00333,CUST3442,Health,,8,crypto,West,processing,2026-05-11
TXN-20260511-00481,CUST2953,Toys,2438.93,5,credit_card,Central,completed,2026-05-11
TXN-20260511-00945,CUST6192,Beauty,1448.26,9,bank_transfer,West,processing,2026-05-11
TXN-20260511-00575,CUST8015,Automotive,1175.26,7,crypto,North,completed,2026-05-11
TXN-20260511-00006,CUST1481,Clothing,715.8,7,credit_card,Central,processing,2026-05-11
,CUST2471,Groceries,1136.59,9,paypal,West,pending,2026-05-11
TXN-20260511-00329,CUST9047,Electronics,1151.8,9,paypal,East,processing,2026-05-11
TXN-20260511-00812,CUST9055,Electronics,950.73,8,credit_card,South,completed,2026-05-11
TXN-20260511-00027,CUST1979,Sports,2452.43,5,paypal,South,completed,2026-05-11
TXN-20260511-00091,CUST7948,Electronics,1004.99,7,crypto,West,refunded,2026-05-11
TXN-20260511-00843,CUST4511,Automotive,335.01,7,debit_card,South,completed,2026-05-11
TXN-20260511-00749,CUST4719,Electronics,30.32,2,crypto,South,completed,2026-05-11
TXN-20260511-00120,CUST4847,Electronics,1685.69,2,credit_card,East,refunded,2026-05-11
TXN-20260511-00006,CUST4900,Automotive,340.67,4,bank_transfer,West,completed,2026-05-11
TXN-20260511-00788,CUST7595,Groceries,1089.59,5,debit_card,Central,completed,2026-05-11
TXN-20260511-00846,CUST8921,Sports,24.22,1,credit_card,Central,refunded,2026-05-11
TXN-20260511-00138,CUST5002,Beauty,814.6,4,crypto,North,completed,2026-05-11
TXN-20260511-00185,CUST2582,Electronics,1350.46,9,crypto,South,refunded,2026-05-11
TXN-20260511-00887,CUST5992,Home & Garden,605.08,9,crypto,North,processing,2026-05-11
TXN-20260511-00070,CUST9172,Health,1227.92,4,crypto,Central,processing,2026-05-11
TXN-20260511-00640,CUST7747,Sports,2481.23,9,bank_transfer,North,pending,2026-05-11
TXN-20260511-00770,CUST5008,Electronics,615.27,8,crypto,West,completed,2026-05-11
,CUST8958,Groceries,1142.23,1,credit_card,East,completed,2026-05-11
TXN-20260511-00692,CUST9000,Groceries,1694.4,6,bank_transfer,North,refunded,2026-05-11
TXN-20260511-00009,CUST2686,Electronics,1046.54,9,crypto,North,processing,2026-05-11
TXN-20260511-00560,CUST3056,Electronics,1420.81,6,bank_transfer,East,completed,2026-05-11
TXN-20260511-00941,CUST5382,Groceries,,3,bank_transfer,South,refunded,2026-05-11
TXN-20260511-00594,CUST4163,Health,1913.95,5,bank_transfer,South,refunded,2026-05-11
TXN-20260511-00273,CUST1355,Home & Garden,1324.84,10,debit_card,Central,completed,2026-05-11
,CUST7288,Health,497.6,2,crypto,West,refunded,2026-05-11
TXN-20260511-00538,CUST2508,Home & Garden,1294.38,4,credit_card,North,processing,2026-05-11
TXN-20260511-00049,CUST5770,Beauty,1552.58,8,bank_transfer,Central,completed,2026-05-11
TXN-20260511-00245,CUST1244,Home & Garden,2093.02,3,paypal,North,refunded,2026-05-11
TXN-20260511-00888,CUST1449,Home & Garden,843.24,6,bank_transfer,Central,completed,2026-05-11
TXN-20260511-00933,CUST9911,Books,372.63,10,bank_transfer,North,processing,2026-05-11
TXN-20260511-00868,CUST8495,Health,2190.73,7,debit_card,Central,pending,2026-05-11
TXN-20260511-01000,CUST3660,Health,1511.82,3,paypal,North,pending,2026-05-11
TXN-20260511-00433,CUST5715,Home & Garden,1382.91,9,crypto,South,processing,2026-05-11
TXN-20260511-00813,CUST8008,Groceries,2203.09,3,crypto,North,processing,2026-05-11
,CUST7777,Home & Garden,864.34,9,bank_transfer,East,refunded,2026-05-11
TXN-20260511-00781,CUST3089,Toys,,3,bank_transfer,East,refunded,2026-05-11
TXN-20260511-00385,CUST1957,Health,,6,paypal,West,completed,2026-05-11
TXN-20260511-00554,CUST6223,Clothing,1745.49,6,debit_card,Central,refunded,2026-05-11
TXN-20260511-00642,CUST1670,Clothing,1455.11,7,crypto,South,refunded,2026-05-11
,CUST8518,Books,1314.44,2,credit_card,Central,pending,2026-05-11
TXN-20260511-00008,CUST4349,Health,1286.33,7,credit_card,Central,pending,2026-05-11
TXN-20260511-00491,CUST6979,Clothing,1709.89,5,debit_card,West,completed,2026-05-11
TXN-20260511-00693,CUST6567,Sports,9.58,9,bank_transfer,Central,processing,2026-05-11
TXN-20260511-00425,CUST2129,Automotive,872.73,3,credit_card,South,pending,2026-05-11
,CUST3092,Beauty,486.92,7,debit_card,South,pending,2026-05-11
TXN-20260511-00373,CUST1972,Clothing,826.26,2,paypal,South,pending,2026-05-11
TXN-20260511-00579,CUST1521,Health,2037.82,3,crypto,North,pending,2026-05-11
TXN-20260511-00365,CUST2065,Clothing,1631.17,5,credit_card,Central,pending,2026-05-11
TXN-20260511-00634,CUST3090,Beauty,1565.09,5,credit_card,Central,refunded,2026-05-11
TXN-20260511-00213,CUST5999,Sports,2405.73,7,credit_card,East,pending,2026-05-11
TXN-20260511-00988,CUST6058,Electronics,518.9,3,credit_card,Central,refunded,2026-05-11
TXN-20260511-00374,CUST7037,Automotive,1636.01,9,crypto,North,pending,2026-05-11
TXN-20260511-00001,CUST5504,Beauty,767.7,10,debit_card,East,pending,2026-05-11
TXN-20260511-00859,CUST7175,Clothing,131.99,3,crypto,West,refunded,2026-05-11
TXN-20260511-00719,CUST4817,Sports,465.65,9,crypto,North,completed,2026-05-11
TXN-20260511-00118,CUST6708,Electronics,,4,crypto,South,pending,2026-05-11
TXN-20260511-00089,CUST4460,Sports,1763.43,3,crypto,West,completed,2026-05-11
TXN-20260511-00170,CUST1652,Clothing,2467.81,2,credit_card,Central,processing,2026-05-11
TXN-20260511-00276,CUST1023,Beauty,1394.59,9,paypal,Central,pending,2026-05-11
TXN-20260511-00504,CUST7151,Electronics,1200.49,1,credit_card,Central,processing,2026-05-11
TXN-20260511-00312,CUST3647,Toys,2396.51,3,bank_transfer,Central,pending,2026-05-11
TXN-20260511-00562,CUST9937,Home & Garden,1659.79,9,credit_card,North,completed,2026-05-11
TXN-20260511-00768,CUST4646,Groceries,1737.5,6,paypal,West,refunded,2026-05-11
TXN-20260511-00500,CUST4131,Home & Garden,857.54,9,crypto,North,completed,2026-05-11
TXN-20260511-00839,CUST1899,Books,1991.32,6,crypto,East,refunded,2026-05-11
TXN-20260511-00832,CUST3002,Home & Garden,2104.44,9,debit_card,Central,processing,2026-05-11
TXN-20260511-00340,CUST6293,Electronics,442.75,9,credit_card,West,completed,2026-05-11
TXN-20260511-00853,CUST5401,Home & Garden,323.82,1,bank_transfer,Central,pending,2026-05-11
TXN-20260511-00951,CUST9367,Toys,474.06,8,credit_card,East,pending,2026-05-11
TXN-20260511-00762,CUST7750,Clothing,,10,bank_transfer,North,completed,2026-05-11
,CUST6786,Books,1340.2,1,paypal,South,refunded,2026-05-11
,CUST1670,Electronics,1473.42,8,debit_card,Central,pending,2026-05-11
TXN-20260511-00443,CUST7661,Clothing,1362.67,4,paypal,East,refunded,2026-05-11
TXN-20260511-00339,CUST5961,Beauty,1110.04,5,credit_card,Central,completed,2026-05-11
TXN-20260511-00549,CUST9078,Books,378.25,9,debit_card,South,refunded,2026-05-11
TXN-20260511-00258,CUST6292,Health,2484.91,9,crypto,North,completed,2026-05-11
TXN-20260511-00381,CUST9667,Health,1969.77,6,credit_card,South,completed,2026-05-11
TXN-20260511-00633,CUST7214,Books,8.32,10,paypal,Central,refunded,2026-05-11
TXN-20260511-00304,CUST2694,Beauty,1620.48,4,credit_card,South,completed,2026-05-11
TXN-20260511-00924,CUST2752,Groceries,,10,debit_card,South,refunded,2026-05-11
TXN-20260511-00010,CUST4127,Clothing,871.73,2,crypto,North,refunded,2026-05-11
TXN-20260511-00886,CUST8806,Home & Garden,729.47,4,paypal,South,processing,2026-05-11
TXN-20260511-00856,CUST2612,Health,1074.89,2,credit_card,East,processing,2026-05-11
TXN-20260511-00010,CUST6367,Groceries,557.14,3,crypto,South,refunded,2026-05-11
TXN-20260511-00153,CUST6263,Electronics,2012.89,9,paypal,North,completed,2026-05-11
TXN-20260511-00344,CUST9848,Automotive,529.8,2,paypal,North,processing,2026-05-11
TXN-20260511-00900,CUST8832,Clothing,621.39,6,crypto,West,pending,2026-05-11
TXN-20260511-00175,CUST4962,Automotive,440.53,8,crypto,North,refunded,2026-05-11
TXN-20260511-00009,CUST2091,Groceries,1809.52,8,crypto,East,pending,2026-05-11
TXN-20260511-00830,CUST4608,Books,1860.09,5,bank_transfer,West,refunded,2026-05-11
TXN-20260511-00347,CUST9565,Groceries,85.86,5,bank_transfer,North,pending,2026-05-11
TXN-20260511-00134,CUST8182,Health,2094.44,8,paypal,South,processing,2026-05-11
TXN-20260511-00069,CUST6426,Clothing,575.96,8,credit_card,North,processing,2026-05-11
TXN-20260511-00172,CUST3198,Books,452.7,5,debit_card,West,processing,2026-05-11
TXN-20260511-00218,CUST2608,Electronics,260.16,4,paypal,West,processing,2026-05-11
TXN-20260511-00666,CUST3580,Automotive,273.23,10,credit_card,Central,refunded,2026-05-11
TXN-20260511-00317,CUST6019,Home & Garden,338.27,6,paypal,Central,pending,2026-05-11
TXN-20260511-00732,CUST6641,Clothing,194.12,2,credit_card,South,pending,2026-05-11
TXN-20260511-00917,CUST9791,Home & Garden,236.65,6,bank_transfer,West,completed,2026-05-11
TXN-20260511-00729,CUST9144,Health,486.32,8,bank_transfer,West,pending,2026-05-11
TXN-20260511-00085,CUST5914,Toys,2021.51,4,credit_card,East,pending,2026-05-11
TXN-20260511-00611,CUST4336,Automotive,2036.22,4,bank_transfer,South,pending,2026-05-11
TXN-20260511-00407,CUST4237,Toys,1075.3,4,bank_transfer,North,processing,2026-05-11
TXN-20260511-00927,CUST2832,Sports,100.03,7,crypto,West,processing,2026-05-11
TXN-20260511-00819,CUST3535,Toys,,2,debit_card,East,pending,2026-05-11
TXN-20260511-00844,CUST6228,Toys,1385.87,9,debit_card,West,completed,2026-05-11
TXN-20260511-00353,CUST1690,Beauty,1480.81,9,crypto,East,refunded,2026-05-11
TXN-20260511-00646,CUST1138,Sports,1826.39,7,crypto,East,pending,2026-05-11
TXN-20260511-00150,CUST2357,Health,1038.24,5,credit_card,West,refunded,2026-05-11
TXN-20260511-00850,CUST7481,Sports,2386.57,3,credit_card,South,refunded,2026-05-11
TXN-20260511-00938,CUST5982,Home & Garden,567.97,7,paypal,West,completed,2026-05-11
TXN-20260511-00004,CUST9394,Books,299.03,2,debit_card,West,completed,2026-05-11
TXN-20260511-00705,CUST5664,Clothing,2363.95,10,bank_transfer,East,processing,2026-05-11
TXN-20260511-00706,CUST3828,Electronics,1335.55,3,paypal,East,refunded,2026-05-11
,CUST9756,Automotive,1114.47,10,bank_transfer,Central,pending,2026-05-11
TXN-20260511-00209,CUST2512,Books,1215.41,6,crypto,South,pending,2026-05-11
TXN-20260511-00297,CUST8037,Clothing,1533.02,3,debit_card,Central,processing,2026-05-11
TXN-20260511-00007,CUST4468,Sports,1114.79,3,crypto,South,processing,2026-05-11
TXN-20260511-00677,CUST7260,Beauty,608.69,1,crypto,East,pending,2026-05-11
TXN-20260511-00313,CUST2507,Electronics,1432.65,2,paypal,East,completed,2026-05-11
,CUST3561,Beauty,440.56,5,debit_card,East,processing,2026-05-11
TXN-20260511-00639,CUST2490,Beauty,2395.27,6,credit_card,East,processing,2026-05-11
TXN-20260511-00501,CUST8708,Electronics,1368.6,3,crypto,West,completed,2026-05-11
TXN-20260511-00747,CUST2879,Beauty,1177.27,8,crypto,Central,completed,2026-05-11
TXN-20260511-00835,CUST5270,Health,1422.47,4,paypal,North,completed,2026-05-11
TXN-20260511-00531,CUST3969,Electronics,2371.69,2,debit_card,Central,completed,2026-05-11
TXN-20260511-00107,CUST1996,Sports,1303.93,6,paypal,North,completed,2026-05-11
TXN-20260511-00311,CUST7042,Automotive,338.87,5,bank_transfer,West,pending,2026-05-11
TXN-20260511-00391,CUST5989,Beauty,859.77,10,bank_transfer,South,completed,2026-05-11
TXN-20260511-00350,CUST3096,Home & Garden,2337.68,2,paypal,North,refunded,2026-05-11
TXN-20260511-00181,CUST3553,Toys,101.07,2,paypal,Central,completed,2026-05-11
TXN-20260511-00392,CUST9066,Toys,697.03,6,credit_card,East,completed,2026-05-11
TXN-20260511-00331,CUST5492,Books,1712.95,6,debit_card,Central,pending,2026-05-11
TXN-20260511-00029,CUST4781,Sports,1735.39,9,debit_card,East,pending,2026-05-11
TXN-20260511-00222,CUST9361,Electronics,2429.41,7,paypal,West,pending,2026-05-11
,CUST2241,Beauty,558.31,8,paypal,West,completed,2026-05-11
TXN-20260511-00406,CUST8427,Sports,239.9,4,bank_transfer,North,pending,2026-05-11
TXN-20260511-00808,CUST6617,Electronics,531.04,6,credit_card,East,pending,2026-05-11
TXN-20260511-00878,CUST5014,Health,569.98,1,bank_transfer,North,refunded,2026-05-11
TXN-20260511-00005,CUST7927,Groceries,567.86,2,paypal,West,pending,2026-05-11
TXN-20260511-00571,CUST7144,Groceries,407.82,5,credit_card,West,processing,2026-05-11
TXN-20260511-00837,CUST7339,Home & Garden,2124.28,4,credit_card,East,processing,2026-05-11
TXN-20260511-00840,CUST5183,Home & Garden,1236.82,10,crypto,East,completed,2026-05-11
TXN-20260511-00672,CUST9239,Groceries,1741.73,1,credit_card,East,pending,2026-05-11
TXN-20260511-00608,CUST8383,Home & Garden,279.26,10,debit_card,South,processing,2026-05-11
TXN-20260511-00735,CUST4764,Clothing,1757.25,1,debit_card,North,pending,2026-05-11
TXN-20260511-00322,CUST4268,Health,864.95,6,paypal,Central,pending,2026-05-11
TXN-20260511-00838,CUST3241,Health,1059.22,7,debit_card,South,refunded,2026-05-11
TXN-20260511-00132,CUST3915,Clothing,167.39,4,bank_transfer,East,completed,2026-05-11
TXN-20260511-00127,CUST4105,Toys,1738.51,2,debit_card,West,completed,2026-05-11
TXN-20260511-00208,CUST6059,Toys,2133.1,7,paypal,North,refunded,2026-05-11
TXN-20260511-00017,CUST3201,Sports,1797.4,9,paypal,North,pending,2026-05-11
TXN-20260511-00104,CUST9970,Automotive,1294.94,9,debit_card,South,completed,2026-05-11
TXN-20260511-00667,CUST8048,Beauty,2258.87,1,credit_card,North,refunded,2026-05-11
TXN-20260511-00191,CUST2402,Books,927.69,9,credit_card,East,processing,2026-05-11
TXN-20260511-00947,CUST2990,Health,860.91,7,credit_card,North,completed,2026-05-11
TXN-20260511-00656,CUST5890,Automotive,2275.45,8,crypto,West,processing,2026-05-11
TXN-20260511-00349,CUST2899,Groceries,774.42,8,credit_card,East,refunded,2026-05-11
TXN-20260511-00008,CUST6138,Beauty,1667.02,3,bank_transfer,South,completed,2026-05-11
,CUST7677,Electronics,579.77,10,debit_card,Central,processing,2026-05-11
TXN-20260511-00870,CUST8766,Home & Garden,756.98,1,credit_card,North,completed,2026-05-11
TXN-20260511-00256,CUST7686,Clothing,451.62,1,bank_transfer,Central,completed,2026-05-11
TXN-20260511-00484,CUST2750,Beauty,1952.92,5,crypto,North,refunded,2026-05-11
TXN-20260511-00644,CUST5652,Sports,1009.74,1,crypto,South,refunded,2026-05-11
TXN-20260511-00635,CUST4191,Home & Garden,1470.5,3,debit_card,South,refunded,2026-05-11
TXN-20260511-00877,CUST7827,Groceries,1194.55,5,credit_card,West,processing,2026-05-11
TXN-20260511-00282,CUST9497,Toys,2327.6,1,crypto,Central,refunded,2026-05-11
TXN-20260511-00750,CUST1135,Health,543.77,5,debit_card,North,pending,2026-05-11
TXN-20260511-00641,CUST6389,Books,164.51,3,bank_transfer,South,completed,2026-05-11
TXN-20260511-00439,CUST4102,Sports,1468.57,4,credit_card,West,completed,2026-05-11
TXN-20260511-00984,CUST9176,Groceries,2023.73,2,crypto,South,refunded,2026-05-11
TXN-20260511-00458,CUST9873,Beauty,2034.43,4,credit_card,West,completed,2026-05-11
TXN-20260511-00239,CUST9491,Beauty,649.44,1,paypal,Central,processing,2026-05-11
,CUST8747,Toys,1379.16,5,paypal,North,refunded,2026-05-11
TXN-20260511-00384,CUST8424,Electronics,121.1,6,paypal,South,pending,2026-05-11
TXN-20260511-00212,CUST4987,Automotive,1050.4,5,bank_transfer,East,pending,2026-05-11
TXN-20260511-00428,CUST6104,Home & Garden,457.75,7,debit_card,South,pending,2026-05-11
TXN-20260511-00005,CUST5434,Home & Garden,818.94,4,debit_card,East,processing,2026-05-11
TXN-20260511-00479,CUST3481,Health,1025.93,2,bank_transfer,West,pending,2026-05-11
TXN-20260511-00440,CUST3845,Electronics,2234.84,10,crypto,Central,processing,2026-05-11
TXN-20260511-00112,CUST8269,Beauty,1732.35,3,bank_transfer,North,processing,2026-05-11
TXN-20260511-00510,CUST7746,Health,1464.91,4,paypal,South,refunded,2026-05-11
TXN-20260511-00603,CUST9259,Electronics,2306.57,1,crypto,East,processing,2026-05-11
TXN-20260511-00730,CUST9738,Electronics,539.31,2,paypal,East,completed,2026-05-11
TXN-20260511-00168,CUST4550,Automotive,2080.69,1,crypto,East,pending,2026-05-11
TXN-20260511-00527,CUST2200,Health,,9,paypal,Central,pending,2026-05-11
TXN-20260511-00199,CUST8887,Clothing,904.37,3,bank_transfer,West,pending,2026-05-11
TXN-20260511-00700,CUST9585,Beauty,1099.48,2,crypto,West,refunded,2026-05-11
TXN-20260511-00220,CUST3417,Clothing,329.45,3,debit_card,East,processing,2026-05-11
TXN-20260511-00698,CUST3376,Books,2107.11,5,bank_transfer,Central,processing,2026-05-11
TXN-20260511-00219,CUST4365,Automotive,134.12,3,paypal,West,refunded,2026-05-11
TXN-20260511-00320,CUST2762,Electronics,1504.05,8,crypto,West,refunded,2026-05-11
TXN-20260511-00966,CUST5113,Home & Garden,,10,bank_transfer,Central,pending,2026-05-11
TXN-20260511-00618,CUST3620,Electronics,2380.4,4,crypto,South,processing,2026-05-11
TXN-20260511-00007,CUST7243,Beauty,265.05,5,paypal,Central,completed,2026-05-11
TXN-20260511-00825,CUST6736,Electronics,1967.14,7,bank_transfer,North,refunded,2026-05-11
TXN-20260511-00621,CUST8089,Books,1451.66,10,bank_transfer,East,refunded,2026-05-11
TXN-20260511-00670,CUST7963,Beauty,1742.39,4,debit_card,West,completed,2026-05-11
TXN-20260511-00137,CUST5892,Clothing,1115.68,6,bank_transfer,North,processing,2026-05-11
,CUST7357,Beauty,1087.31,7,crypto,West,pending,2026-05-11
TXN-20260511-00360,CUST3418,Sports,52.3,5,crypto,North,processing,2026-05-11
TXN-20260511-00269,CUST6210,Toys,2339.38,9,crypto,East,processing,2026-05-11
TXN-20260511-00797,CUST5522,Beauty,1903.15,4,credit_card,West,processing,2026-05-11
TXN-20260511-00248,CUST1764,Books,1324.61,4,debit_card,West,refunded,2026-05-11
TXN-20260511-00327,CUST2017,Health,532.26,8,paypal,East,completed,2026-05-11
TXN-20260511-00200,CUST4410,Toys,764.24,2,bank_transfer,North,refunded,2026-05-11
TXN-20260511-00999,CUST3941,Groceries,2487.58,9,bank_transfer,West,processing,2026-05-11
TXN-20260511-00632,CUST7276,Home & Garden,2396.52,7,paypal,West,processing,2026-05-11
TXN-20260511-00997,CUST1302,Automotive,,2,debit_card,East,pending,2026-05-11
,CUST5357,Groceries,294.56,2,bank_transfer,East,pending,2026-05-11
