telemetry_id,device_id,timestamp,temperature,humidity,pressure,status,date
TEL-20240802-00336,DEV-0050,2024-08-02T04:29:59Z,42.66,20.3,1031.69,ERROR,2024-08-02
TEL-20240802-00150,DEV-0040,2024-08-02T23:09:44Z,71.8,21.29,1020.81,ERROR,2024-08-02
TEL-20240802-00089,DEV-0029,2024-08-02T09:23:26Z,38.01,41.25,980.01,OK,2024-08-02
TEL-20240802-00373,DEV-0011,2024-08-02T17:00:46Z,25.6,34.98,1015.29,WARN,2024-08-02
TEL-20240802-00421,DEV-0044,2024-08-02T07:17:56Z,78.39,30.14,1013.27,OK,2024-08-02
TEL-20240802-00451,DEV-0036,2024-08-02T21:40:51Z,51.88,33.22,983.82,OK,2024-08-02
TEL-20240802-00261,DEV-0022,2024-08-02T08:17:51Z,25.57,65.8,1007.38,OK,2024-08-02
TEL-20240802-00140,DEV-0033,2024-08-02T02:14:27Z,40.31,47.6,989.25,OK,2024-08-02
TEL-20240802-00468,DEV-0032,2024-08-02T16:40:41Z,58.4,40.35,1010.61,WARN,2024-08-02
TEL-20240802-00059,DEV-0021,2024-08-02T11:13:57Z,62.18,32.79,1032.23,OK,2024-08-02
TEL-20240802-00278,DEV-0035,2024-08-02T10:05:53Z,53.39,73.66,1025.35,OK,2024-08-02
TEL-20240802-00315,DEV-0012,2024-08-02T11:40:29Z,72.2,20.1,1023.91,WARN,2024-08-02
TEL-20240802-00264,DEV-0007,2024-08-02T21:28:22Z,34.9,39.83,993.52,OK,2024-08-02
TEL-20240802-00292,DEV-0001,2024-08-02T05:59:05Z,72.42,61.56,999.86,WARN,2024-08-02
TEL-20240802-00029,DEV-0039,2024-08-02T04:50:37Z,81.17,32.73,1026.18,OK,2024-08-02
TEL-20240802-00325,DEV-0006,2024-08-02T02:25:57Z,31.77,87.08,985.39,OK,2024-08-02
TEL-20240802-00462,DEV-0012,2024-08-02T07:49:55Z,48.72,21.44,994.58,WARN,2024-08-02
TEL-20240802-00117,DEV-0034,2024-08-02T21:04:02Z,82.31,29.08,1041.14,OK,2024-08-02
TEL-20240802-00041,DEV-0036,2024-08-02T15:11:23Z,61.05,53.86,1049.2,ERROR,2024-08-02
TEL-20240802-00090,DEV-0023,2024-08-02T09:30:34Z,18.64,84.55,1046.29,WARN,2024-08-02
TEL-20240802-00480,DEV-0013,2024-08-02T02:19:49Z,53.68,53.18,981.53,OK,2024-08-02
TEL-20240802-00301,DEV-0047,2024-08-02T14:37:37Z,43.1,33.91,1027.38,OK,2024-08-02
TEL-20240802-00257,DEV-0049,2024-08-02T03:03:10Z,53.73,53.34,1013.34,ERROR,2024-08-02
TEL-20240802-00470,DEV-0037,2024-08-02T01:35:04Z,88.63,55.94,1015.75,WARN,2024-08-02
TEL-20240802-00091,DEV-0020,2024-08-02T00:49:27Z,79.44,61.79,1035.77,ERROR,2024-08-02
TEL-20240802-00353,DEV-0032,2024-08-02T02:38:47Z,45.86,53.63,1010.52,OK,2024-08-02
TEL-20240802-00108,DEV-0004,2024-08-02T11:41:09Z,72.0,75.4,988.81,OK,2024-08-02
TEL-20240802-00056,DEV-0002,2024-08-02T15:07:16Z,23.2,64.36,1049.59,OK,2024-08-02
TEL-20240802-00487,DEV-0045,2024-08-02T13:01:10Z,40.18,33.45,1004.07,OK,2024-08-02
TEL-20240802-00018,DEV-0025,2024-08-02T15:58:29Z,85.88,22.79,1025.4,OK,2024-08-02
TEL-20240802-00138,DEV-0020,2024-08-02T16:02:20Z,59.57,30.47,1015.17,OK,2024-08-02
TEL-20240802-00347,DEV-0034,2024-08-02T10:04:59Z,91.93,72.93,986.19,WARN,2024-08-02
TEL-20240802-00351,DEV-0017,2024-08-02T09:40:53Z,67.02,28.69,1026.61,OK,2024-08-02
TEL-20240802-00116,DEV-0050,2024-08-02T17:09:39Z,39.8,48.69,1002.54,OK,2024-08-02
TEL-20240802-00009,DEV-0032,2024-08-02T17:06:11Z,67.71,25.74,999.64,OK,2024-08-02
TEL-20240802-00115,DEV-0021,2024-08-02T23:04:42Z,92.47,77.33,993.29,WARN,2024-08-02
TEL-20240802-00281,DEV-0047,2024-08-02T18:15:31Z,47.94,75.49,1025.04,WARN,2024-08-02
TEL-20240802-00296,DEV-0040,2024-08-02T11:55:48Z,93.98,55.53,1012.5,OK,2024-08-02
TEL-20240802-00096,DEV-0032,2024-08-02T06:20:01Z,29.72,87.88,981.55,OK,2024-08-02
TEL-20240802-00363,DEV-0030,2024-08-02T02:07:52Z,28.1,21.22,1004.37,OK,2024-08-02
TEL-20240802-00170,DEV-0029,2024-08-02T19:31:44Z,43.02,52.03,997.27,WARN,2024-08-02
TEL-20240802-00494,DEV-0028,2024-08-02T03:39:14Z,27.29,35.69,998.05,OK,2024-08-02
TEL-20240802-00028,DEV-0006,2024-08-02T06:28:38Z,94.44,80.71,991.94,WARN,2024-08-02
TEL-20240802-00306,DEV-0030,2024-08-02T13:10:48Z,44.46,82.05,1022.25,ERROR,2024-08-02
TEL-20240802-00045,DEV-0010,2024-08-02T15:59:38Z,51.52,24.49,995.52,OK,2024-08-02
TEL-20240802-00088,DEV-0041,2024-08-02T20:34:19Z,87.99,53.72,995.9,OK,2024-08-02
TEL-20240802-00033,DEV-0033,2024-08-02T03:05:30Z,68.77,83.14,1017.75,OK,2024-08-02
TEL-20240802-00163,DEV-0005,2024-08-02T17:34:46Z,27.12,42.23,1041.57,OK,2024-08-02
TEL-20240802-00273,DEV-0002,2024-08-02T15:09:41Z,67.31,85.3,1026.52,OK,2024-08-02
TEL-20240802-00312,DEV-0006,2024-08-02T17:48:00Z,71.37,48.46,995.26,OK,2024-08-02
TEL-20240802-00132,DEV-0010,2024-08-02T03:02:29Z,45.39,29.69,1005.7,ERROR,2024-08-02
TEL-20240802-00095,DEV-0005,2024-08-02T05:08:18Z,26.5,51.87,1011.69,ERROR,2024-08-02
TEL-20240802-00371,DEV-0023,2024-08-02T11:10:54Z,56.55,71.0,996.93,ERROR,2024-08-02
TEL-20240802-00242,DEV-0012,2024-08-02T14:32:27Z,60.51,51.5,1004.87,OK,2024-08-02
TEL-20240802-00038,DEV-0034,2024-08-02T03:33:00Z,46.88,34.38,1036.3,WARN,2024-08-02
TEL-20240802-00433,DEV-0044,2024-08-02T18:52:20Z,79.56,33.91,1009.01,OK,2024-08-02
TEL-20240802-00142,DEV-0050,2024-08-02T22:08:48Z,28.39,59.15,1014.15,ERROR,2024-08-02
TEL-20240802-00001,DEV-0020,2024-08-02T06:47:47Z,87.57,44.07,1008.89,ERROR,2024-08-02
TEL-20240802-00188,DEV-0039,2024-08-02T09:21:58Z,24.75,27.62,1049.56,OK,2024-08-02
TEL-20240802-00113,DEV-0034,2024-08-02T04:28:18Z,81.1,57.91,1011.79,ERROR,2024-08-02
TEL-20240802-00365,DEV-0002,2024-08-02T23:52:07Z,35.12,79.98,989.97,OK,2024-08-02
TEL-20240802-00055,DEV-0031,2024-08-02T07:48:21Z,92.02,52.12,1012.25,ERROR,2024-08-02
TEL-20240802-00128,DEV-0039,2024-08-02T07:36:34Z,34.47,73.6,1044.83,OK,2024-08-02
TEL-20240802-00331,DEV-0015,2024-08-02T15:23:18Z,77.27,23.31,1004.72,WARN,2024-08-02
TEL-20240802-00184,DEV-0001,2024-08-02T14:31:54Z,56.4,76.52,1022.56,WARN,2024-08-02
TEL-20240802-00196,DEV-0040,2024-08-02T07:45:18Z,93.4,20.11,981.68,OK,2024-08-02
TEL-20240802-00070,DEV-0007,2024-08-02T23:17:51Z,36.16,50.26,1006.66,OK,2024-08-02
TEL-20240802-00361,DEV-0007,2024-08-02T06:09:32Z,35.03,33.19,1042.79,ERROR,2024-08-02
TEL-20240802-00422,DEV-0020,2024-08-02T00:41:57Z,64.65,78.9,1026.36,OK,2024-08-02
TEL-20240802-00118,DEV-0007,2024-08-02T15:12:06Z,20.45,64.92,1007.2,WARN,2024-08-02
TEL-20240802-00027,DEV-0017,2024-08-02T05:33:25Z,64.15,59.45,981.3,OK,2024-08-02
TEL-20240802-00415,DEV-0005,2024-08-02T13:57:23Z,69.72,82.0,1007.78,OK,2024-08-02
TEL-20240802-00195,DEV-0023,2024-08-02T04:39:36Z,56.22,71.04,1014.84,OK,2024-08-02
TEL-20240802-00310,DEV-0001,2024-08-02T13:02:02Z,94.33,71.34,1015.3,WARN,2024-08-02
TEL-20240802-00011,DEV-0033,2024-08-02T20:01:52Z,62.81,48.36,1021.3,OK,2024-08-02
TEL-20240802-00058,DEV-0006,2024-08-02T12:43:47Z,81.22,25.32,1045.2,WARN,2024-08-02
TEL-20240802-00201,DEV-0031,2024-08-02T01:41:08Z,55.08,63.9,1042.44,ERROR,2024-08-02
TEL-20240802-00456,DEV-0050,2024-08-02T18:11:26Z,88.87,37.23,1014.87,OK,2024-08-02
TEL-20240802-00039,DEV-0024,2024-08-02T03:09:27Z,68.17,37.75,1039.85,WARN,2024-08-02
TEL-20240802-00213,DEV-0041,2024-08-02T06:20:12Z,32.83,39.37,1002.34,WARN,2024-08-02
TEL-20240802-00101,DEV-0008,2024-08-02T22:15:24Z,77.38,51.01,1031.63,OK,2024-08-02
TEL-20240802-00248,DEV-0050,2024-08-02T00:30:29Z,57.48,52.85,1031.37,WARN,2024-08-02
TEL-20240802-00239,DEV-0027,2024-08-02T04:18:55Z,69.6,29.4,985.02,OK,2024-08-02
TEL-20240802-00364,DEV-0009,2024-08-02T14:56:38Z,58.28,87.91,992.05,OK,2024-08-02
TEL-20240802-00224,DEV-0019,2024-08-02T11:38:36Z,27.81,27.21,1037.23,OK,2024-08-02
TEL-20240802-00013,DEV-0026,2024-08-02T07:57:49Z,63.4,80.0,989.37,ERROR,2024-08-02
TEL-20240802-00246,DEV-0030,2024-08-02T16:05:33Z,86.52,26.19,1013.07,OK,2024-08-02
TEL-20240802-00346,DEV-0047,2024-08-02T13:08:53Z,63.21,26.03,994.54,WARN,2024-08-02
TEL-20240802-00387,DEV-0007,2024-08-02T02:42:48Z,58.04,54.45,1012.62,OK,2024-08-02
TEL-20240802-00478,DEV-0020,2024-08-02T02:08:08Z,19.07,27.83,981.11,OK,2024-08-02
TEL-20240802-00405,DEV-0020,2024-08-02T13:42:34Z,42.13,49.0,997.59,ERROR,2024-08-02
TEL-20240802-00328,DEV-0019,2024-08-02T06:04:01Z,85.13,36.26,1046.32,OK,2024-08-02
TEL-20240802-00453,DEV-0003,2024-08-02T14:22:45Z,61.19,52.04,987.87,OK,2024-08-02
TEL-20240802-00135,DEV-0007,2024-08-02T19:41:19Z,20.88,76.58,1006.71,OK,2024-08-02
TEL-20240802-00008,DEV-0024,2024-08-02T04:43:46Z,43.53,53.6,1011.18,OK,2024-08-02
TEL-20240802-00482,DEV-0016,2024-08-02T06:18:36Z,81.87,47.42,1003.37,OK,2024-08-02
TEL-20240802-00307,DEV-0011,2024-08-02T18:35:54Z,35.69,48.82,1016.52,OK,2024-08-02
TEL-20240802-00225,DEV-0021,2024-08-02T17:41:04Z,79.02,57.29,1008.06,WARN,2024-08-02
TEL-20240802-00119,DEV-0034,2024-08-02T19:44:37Z,37.71,45.64,1022.42,OK,2024-08-02
TEL-20240802-00455,DEV-0018,2024-08-02T18:57:42Z,63.1,60.85,1048.01,ERROR,2024-08-02
TEL-20240802-00164,DEV-0049,2024-08-02T10:56:26Z,92.01,41.23,1032.19,OK,2024-08-02
TEL-20240802-00069,DEV-0024,2024-08-02T12:17:28Z,31.85,29.18,1020.31,OK,2024-08-02
TEL-20240802-00431,DEV-0011,2024-08-02T07:33:45Z,92.66,78.14,1033.42,ERROR,2024-08-02
TEL-20240802-00499,DEV-0046,2024-08-02T14:48:32Z,56.38,80.93,990.8,OK,2024-08-02
TEL-20240802-00130,DEV-0034,2024-08-02T04:56:19Z,18.51,88.91,995.04,OK,2024-08-02
TEL-20240802-00131,DEV-0002,2024-08-02T22:52:17Z,88.77,55.79,1019.95,ERROR,2024-08-02
TEL-20240802-00355,DEV-0017,2024-08-02T05:37:03Z,29.25,52.27,1028.53,OK,2024-08-02
TEL-20240802-00394,DEV-0021,2024-08-02T01:01:37Z,21.47,78.59,1004.42,ERROR,2024-08-02
TEL-20240802-00403,DEV-0048,2024-08-02T02:45:54Z,62.52,61.43,999.14,ERROR,2024-08-02
TEL-20240802-00052,DEV-0015,2024-08-02T19:12:29Z,89.59,60.24,998.28,WARN,2024-08-02
TEL-20240802-00461,DEV-0021,2024-08-02T01:47:04Z,60.13,62.16,986.48,OK,2024-08-02
TEL-20240802-00332,DEV-0011,2024-08-02T19:59:10Z,72.81,39.97,1048.12,OK,2024-08-02
TEL-20240802-00097,DEV-0019,2024-08-02T08:08:45Z,51.76,20.57,986.31,OK,2024-08-02
TEL-20240802-00314,DEV-0037,2024-08-02T23:37:01Z,93.18,52.46,989.7,WARN,2024-08-02
TEL-20240802-00344,DEV-0001,2024-08-02T09:22:22Z,41.72,51.19,1019.27,OK,2024-08-02
TEL-20240802-00439,DEV-0048,2024-08-02T15:24:08Z,51.21,34.46,995.09,OK,2024-08-02
TEL-20240802-00308,DEV-0038,2024-08-02T15:53:29Z,39.5,71.1,1031.53,OK,2024-08-02
TEL-20240802-00199,DEV-0020,2024-08-02T16:35:20Z,77.06,27.97,1003.33,WARN,2024-08-02
TEL-20240802-00176,DEV-0010,2024-08-02T14:53:41Z,52.78,70.59,987.92,ERROR,2024-08-02
TEL-20240802-00250,DEV-0017,2024-08-02T01:40:30Z,62.52,60.1,1025.94,OK,2024-08-02
TEL-20240802-00258,DEV-0015,2024-08-02T12:43:45Z,48.04,38.38,1017.13,WARN,2024-08-02
TEL-20240802-00286,DEV-0020,2024-08-02T03:29:39Z,31.14,61.37,1037.25,OK,2024-08-02
TEL-20240802-00183,DEV-0019,2024-08-02T20:11:07Z,87.19,87.23,980.25,OK,2024-08-02
TEL-20240802-00253,DEV-0012,2024-08-02T18:47:09Z,68.75,45.88,992.28,OK,2024-08-02
TEL-20240802-00428,DEV-0011,2024-08-02T22:16:32Z,23.11,49.46,1031.05,ERROR,2024-08-02
TEL-20240802-00158,DEV-0036,2024-08-02T08:14:09Z,44.32,47.5,989.61,WARN,2024-08-02
TEL-20240802-00496,DEV-0039,2024-08-02T21:06:45Z,21.88,86.24,1035.93,OK,2024-08-02
TEL-20240802-00374,DEV-0024,2024-08-02T22:37:11Z,51.85,87.04,992.66,OK,2024-08-02
TEL-20240802-00399,DEV-0025,2024-08-02T18:24:20Z,62.09,76.58,987.0,OK,2024-08-02
TEL-20240802-00360,DEV-0001,2024-08-02T04:33:18Z,46.72,53.94,1003.82,OK,2024-08-02
TEL-20240802-00335,DEV-0029,2024-08-02T17:10:34Z,41.22,84.43,1008.32,WARN,2024-08-02
TEL-20240802-00237,DEV-0045,2024-08-02T18:25:40Z,42.5,46.8,1006.71,ERROR,2024-08-02
TEL-20240802-00367,DEV-0005,2024-08-02T00:49:30Z,76.31,22.98,987.55,ERROR,2024-08-02
TEL-20240802-00458,DEV-0021,2024-08-02T04:01:05Z,53.44,69.54,1013.59,OK,2024-08-02
TEL-20240802-00037,DEV-0039,2024-08-02T17:26:16Z,32.55,69.64,1035.26,ERROR,2024-08-02
TEL-20240802-00285,DEV-0031,2024-08-02T19:02:15Z,72.0,29.14,992.06,OK,2024-08-02
TEL-20240802-00423,DEV-0045,2024-08-02T21:15:16Z,60.56,41.65,1047.09,OK,2024-08-02
TEL-20240802-00340,DEV-0040,2024-08-02T07:28:22Z,25.12,23.85,1024.89,ERROR,2024-08-02
TEL-20240802-00026,DEV-0038,2024-08-02T05:08:40Z,57.47,82.36,990.28,OK,2024-08-02
TEL-20240802-00469,DEV-0020,2024-08-02T04:08:43Z,87.52,78.91,1016.62,OK,2024-08-02
TEL-20240802-00024,DEV-0043,2024-08-02T07:26:51Z,43.43,27.93,1027.27,WARN,2024-08-02
TEL-20240802-00435,DEV-0042,2024-08-02T19:40:14Z,87.83,88.19,993.88,OK,2024-08-02
TEL-20240802-00098,DEV-0032,2024-08-02T06:21:26Z,41.99,75.96,1049.86,WARN,2024-08-02
TEL-20240802-00402,DEV-0014,2024-08-02T09:16:03Z,40.89,60.15,1036.32,ERROR,2024-08-02
TEL-20240802-00327,DEV-0019,2024-08-02T13:43:34Z,89.74,53.17,1009.41,OK,2024-08-02
TEL-20240802-00348,DEV-0041,2024-08-02T08:26:11Z,60.8,69.72,1032.87,OK,2024-08-02
TEL-20240802-00107,DEV-0024,2024-08-02T02:15:10Z,56.49,68.02,1003.69,OK,2024-08-02
TEL-20240802-00409,DEV-0010,2024-08-02T07:09:47Z,70.77,41.02,1010.48,OK,2024-08-02
TEL-20240802-00112,DEV-0047,2024-08-02T14:17:55Z,82.01,84.01,1018.82,OK,2024-08-02
TEL-20240802-00088,DEV-0041,2024-08-02T20:34:19Z,87.99,53.72,995.9,OK,2024-08-02
TEL-20240802-00492,DEV-0020,2024-08-02T07:13:35Z,21.62,21.27,1041.66,OK,2024-08-02
TEL-20240802-00126,DEV-0036,2024-08-02T12:32:21Z,68.63,57.37,1021.99,OK,2024-08-02
TEL-20240802-00352,DEV-0027,2024-08-02T05:31:58Z,70.96,37.13,988.35,OK,2024-08-02
TEL-20240802-00288,DEV-0048,2024-08-02T21:25:20Z,27.3,67.89,1018.21,OK,2024-08-02
TEL-20240802-00103,DEV-0044,2024-08-02T09:59:20Z,30.21,70.98,1032.13,ERROR,2024-08-02
TEL-20240802-00083,DEV-0036,2024-08-02T01:01:49Z,48.57,73.55,985.83,OK,2024-08-02
TEL-20240802-00289,DEV-0014,2024-08-02T01:37:11Z,43.83,28.45,989.89,WARN,2024-08-02
TEL-20240802-00255,DEV-0039,2024-08-02T04:53:31Z,75.96,48.91,1006.82,WARN,2024-08-02
TEL-20240802-00221,DEV-0030,2024-08-02T09:43:41Z,72.69,52.58,996.22,OK,2024-08-02
TEL-20240802-00241,DEV-0042,2024-08-02T13:55:29Z,86.81,68.68,1045.12,ERROR,2024-08-02
TEL-20240802-00297,DEV-0018,2024-08-02T01:12:07Z,79.34,67.97,1047.8,WARN,2024-08-02
TEL-20240802-00181,DEV-0025,2024-08-02T01:49:10Z,88.24,59.58,1026.17,OK,2024-08-02
TEL-20240802-00275,DEV-0031,2024-08-02T13:25:54Z,74.04,76.86,984.91,OK,2024-08-02
TEL-20240802-00053,DEV-0033,2024-08-02T03:35:04Z,56.74,43.8,988.19,ERROR,2024-08-02
TEL-20240802-00445,DEV-0046,2024-08-02T23:51:02Z,18.41,55.32,1006.67,WARN,2024-08-02
TEL-20240802-00427,DEV-0006,2024-08-02T15:30:47Z,49.8,78.88,1030.22,OK,2024-08-02
TEL-20240802-00047,DEV-0046,2024-08-02T19:03:49Z,81.16,64.82,1010.73,OK,2024-08-02
TEL-20240802-00137,DEV-0048,2024-08-02T20:54:38Z,89.51,64.37,1024.25,OK,2024-08-02
TEL-20240802-00169,DEV-0018,2024-08-02T13:14:47Z,69.69,34.2,994.32,OK,2024-08-02
TEL-20240802-00477,DEV-0020,2024-08-02T19:52:39Z,45.78,67.17,1028.32,WARN,2024-08-02
TEL-20240802-00464,DEV-0028,2024-08-02T23:51:58Z,41.88,67.95,989.19,OK,2024-08-02
TEL-20240802-00129,DEV-0024,2024-08-02T14:28:25Z,18.02,22.43,999.91,OK,2024-08-02
TEL-20240802-00122,DEV-0018,2024-08-02T16:02:46Z,23.42,41.27,1046.12,ERROR,2024-08-02
TEL-20240802-00193,DEV-0007,2024-08-02T18:46:40Z,58.73,26.14,1030.69,ERROR,2024-08-02
TEL-20240802-00049,DEV-0040,2024-08-02T05:43:02Z,45.7,65.85,1048.3,OK,2024-08-02
TEL-20240802-00134,DEV-0047,2024-08-02T02:46:20Z,79.05,32.1,1037.8,ERROR,2024-08-02
TEL-20240802-00280,DEV-0032,2024-08-02T02:56:40Z,51.72,33.26,982.5,OK,2024-08-02
TEL-20240802-00014,DEV-0033,2024-08-02T02:25:23Z,56.67,66.39,1039.36,ERROR,2024-08-02
TEL-20240802-00474,DEV-0040,2024-08-02T08:21:58Z,85.09,33.1,992.96,ERROR,2024-08-02
TEL-20240802-00148,DEV-0019,2024-08-02T00:21:44Z,79.93,41.36,1012.98,OK,2024-08-02
TEL-20240802-00245,DEV-0008,2024-08-02T18:30:44Z,24.16,71.11,1016.85,OK,2024-08-02
TEL-20240802-00269,DEV-0018,2024-08-02T01:24:24Z,43.61,24.2,1046.89,OK,2024-08-02
TEL-20240802-00050,DEV-0018,2024-08-02T12:22:42Z,48.43,61.03,1016.24,OK,2024-08-02
TEL-20240802-00022,DEV-0031,2024-08-02T19:00:32Z,85.92,50.79,996.1,ERROR,2024-08-02
TEL-20240802-00323,DEV-0008,2024-08-02T15:45:34Z,70.23,57.3,1000.46,ERROR,2024-08-02
TEL-20240802-00165,DEV-0010,2024-08-02T06:06:08Z,32.23,73.37,1022.84,OK,2024-08-02
TEL-20240802-00491,DEV-0012,2024-08-02T06:10:38Z,55.9,75.54,1046.01,WARN,2024-08-02
TEL-20240802-00238,DEV-0014,2024-08-02T21:11:30Z,28.71,58.88,1039.03,OK,2024-08-02
TEL-20240802-00447,DEV-0032,2024-08-02T10:56:29Z,28.16,42.21,1017.13,OK,2024-08-02
TEL-20240802-00080,DEV-0042,2024-08-02T12:17:56Z,52.26,80.4,1005.42,ERROR,2024-08-02
TEL-20240802-00309,DEV-0016,2024-08-02T10:27:37Z,35.13,84.92,1046.24,ERROR,2024-08-02
TEL-20240802-00198,DEV-0041,2024-08-02T06:00:40Z,33.49,39.71,1035.31,OK,2024-08-02
TEL-20240802-00204,DEV-0023,2024-08-02T02:09:17Z,82.74,43.74,1006.27,ERROR,2024-08-02
TEL-20240802-00415,DEV-0005,2024-08-02T13:57:23Z,69.72,82.0,1007.78,OK,2024-08-02
TEL-20240802-00147,DEV-0010,2024-08-02T23:54:05Z,26.65,23.82,1046.43,OK,2024-08-02
TEL-20240802-00007,DEV-0011,2024-08-02T00:20:15Z,78.5,69.85,1024.86,OK,2024-08-02
TEL-20240802-00384,DEV-0026,2024-08-02T15:32:17Z,29.35,51.82,988.55,WARN,2024-08-02
TEL-20240802-00043,DEV-0029,2024-08-02T22:10:06Z,34.51,48.04,1003.69,ERROR,2024-08-02
TEL-20240802-00222,DEV-0010,2024-08-02T19:16:58Z,45.99,32.83,1044.21,OK,2024-08-02
TEL-20240802-00272,DEV-0046,2024-08-02T08:06:02Z,23.61,59.99,997.54,WARN,2024-08-02
TEL-20240802-00166,DEV-0039,2024-08-02T18:39:14Z,63.92,36.16,981.83,OK,2024-08-02
TEL-20240802-00387,DEV-0007,2024-08-02T02:42:48Z,58.04,54.45,1012.62,OK,2024-08-02
TEL-20240802-00189,DEV-0044,2024-08-02T09:39:42Z,71.25,61.65,1035.11,OK,2024-08-02
TEL-20240802-00114,DEV-0025,2024-08-02T23:11:56Z,19.44,79.98,1034.32,OK,2024-08-02
TEL-20240802-00228,DEV-0012,2024-08-02T21:42:04Z,74.93,69.83,1038.57,OK,2024-08-02
TEL-20240802-00420,DEV-0004,2024-08-02T15:34:23Z,71.87,27.91,1018.2,WARN,2024-08-02
TEL-20240802-00429,DEV-0048,2024-08-02T10:29:44Z,20.11,23.65,1024.91,WARN,2024-08-02
TEL-20240802-00139,DEV-0010,2024-08-02T01:43:46Z,94.8,87.97,1032.7,ERROR,2024-08-02
TEL-20240802-00087,DEV-0012,2024-08-02T18:38:29Z,66.59,64.51,1019.48,ERROR,2024-08-02
TEL-20240802-00425,DEV-0017,2024-08-02T09:05:59Z,81.35,36.48,994.73,OK,2024-08-02
