telemetry_id,device_id,timestamp,temperature,humidity,pressure,status,date
TEL-20240801-00129,DEV-0050,2024-08-01T19:39:43Z,67.49,21.84,1045.04,OK,2024-08-01
TEL-20240801-00063,DEV-0008,2024-08-01T14:44:19Z,71.88,85.99,1015.03,WARN,2024-08-01
TEL-20240801-00400,DEV-0035,2024-08-01T11:49:13Z,52.8,52.43,1039.67,OK,2024-08-01
TEL-20240801-00496,DEV-0008,2024-08-01T09:07:50Z,26.18,33.91,993.98,OK,2024-08-01
TEL-20240801-00334,DEV-0017,2024-08-01T21:55:31Z,58.63,64.74,1021.79,ERROR,2024-08-01
TEL-20240801-00278,DEV-0047,2024-08-01T21:35:13Z,54.91,80.86,1003.31,OK,2024-08-01
TEL-20240801-00099,DEV-0009,2024-08-01T17:56:23Z,58.88,83.94,1038.13,OK,2024-08-01
TEL-20240801-00485,DEV-0003,2024-08-01T17:12:46Z,46.73,20.99,1002.55,ERROR,2024-08-01
TEL-20240801-00375,DEV-0004,2024-08-01T12:32:18Z,66.4,55.07,1009.08,WARN,2024-08-01
TEL-20240801-00037,DEV-0044,2024-08-01T19:51:07Z,79.31,59.62,982.87,ERROR,2024-08-01
TEL-20240801-00242,DEV-0027,2024-08-01T05:59:58Z,20.8,78.53,1035.16,OK,2024-08-01
TEL-20240801-00070,DEV-0008,2024-08-01T12:55:32Z,81.52,20.08,1040.86,WARN,2024-08-01
TEL-20240801-00447,DEV-0044,2024-08-01T19:09:07Z,91.09,51.43,1046.43,OK,2024-08-01
TEL-20240801-00185,DEV-0048,2024-08-01T14:57:24Z,44.11,33.08,1028.44,OK,2024-08-01
TEL-20240801-00127,DEV-0020,2024-08-01T11:06:36Z,57.07,30.83,1013.75,OK,2024-08-01
TEL-20240801-00102,DEV-0024,2024-08-01T02:50:25Z,19.07,57.56,1011.84,OK,2024-08-01
TEL-20240801-00426,DEV-0012,2024-08-01T12:19:46Z,71.01,28.91,1031.02,ERROR,2024-08-01
TEL-20240801-00168,DEV-0049,2024-08-01T05:17:28Z,87.71,30.31,1010.62,OK,2024-08-01
TEL-20240801-00435,DEV-0036,2024-08-01T02:21:38Z,93.87,82.53,1029.32,WARN,2024-08-01
TEL-20240801-00088,DEV-0002,2024-08-01T01:20:50Z,22.32,45.09,1010.15,OK,2024-08-01
TEL-20240801-00470,DEV-0044,2024-08-01T03:30:04Z,43.89,39.35,1002.76,OK,2024-08-01
TEL-20240801-00032,DEV-0042,2024-08-01T02:49:41Z,21.1,22.17,997.31,OK,2024-08-01
TEL-20240801-00080,DEV-0013,2024-08-01T22:15:36Z,47.49,79.92,1008.75,OK,2024-08-01
TEL-20240801-00118,DEV-0004,2024-08-01T15:54:25Z,50.82,27.56,1029.87,WARN,2024-08-01
TEL-20240801-00079,DEV-0029,2024-08-01T17:30:22Z,43.6,73.4,1006.4,OK,2024-08-01
TEL-20240801-00416,DEV-0043,2024-08-01T07:17:34Z,80.85,84.21,983.91,OK,2024-08-01
TEL-20240801-00491,DEV-0011,2024-08-01T03:23:45Z,68.09,22.62,1041.36,OK,2024-08-01
TEL-20240801-00498,DEV-0045,2024-08-01T15:21:15Z,18.21,67.01,1043.48,ERROR,2024-08-01
TEL-20240801-00440,DEV-0002,2024-08-01T06:10:40Z,40.47,25.74,1039.06,OK,2024-08-01
TEL-20240801-00315,DEV-0021,2024-08-01T19:44:12Z,54.88,32.43,1007.88,OK,2024-08-01
TEL-20240801-00483,DEV-0029,2024-08-01T08:13:48Z,77.56,60.34,991.09,OK,2024-08-01
TEL-20240801-00406,DEV-0038,2024-08-01T08:58:52Z,23.77,89.8,993.84,WARN,2024-08-01
TEL-20240801-00305,DEV-0050,2024-08-01T19:18:51Z,36.98,25.15,998.76,WARN,2024-08-01
TEL-20240801-00122,DEV-0047,2024-08-01T06:27:28Z,86.38,48.97,1037.92,WARN,2024-08-01
TEL-20240801-00316,DEV-0019,2024-08-01T23:44:40Z,55.81,60.31,996.97,WARN,2024-08-01
TEL-20240801-00462,DEV-0033,2024-08-01T12:40:59Z,27.54,22.14,1006.07,ERROR,2024-08-01
TEL-20240801-00466,DEV-0031,2024-08-01T04:41:11Z,64.29,20.59,997.67,OK,2024-08-01
TEL-20240801-00146,DEV-0050,2024-08-01T20:31:29Z,76.09,73.19,1011.42,ERROR,2024-08-01
TEL-20240801-00164,DEV-0015,2024-08-01T17:15:19Z,92.35,74.91,1043.28,OK,2024-08-01
TEL-20240801-00396,DEV-0030,2024-08-01T23:05:37Z,25.36,29.35,1037.4,OK,2024-08-01
TEL-20240801-00148,DEV-0031,2024-08-01T14:40:19Z,79.32,61.4,1004.64,OK,2024-08-01
TEL-20240801-00090,DEV-0040,2024-08-01T21:15:31Z,88.29,30.02,1012.28,OK,2024-08-01
TEL-20240801-00413,DEV-0031,2024-08-01T17:50:31Z,44.49,59.6,1002.51,OK,2024-08-01
TEL-20240801-00104,DEV-0040,2024-08-01T17:20:58Z,64.98,65.34,1024.48,WARN,2024-08-01
TEL-20240801-00219,DEV-0013,2024-08-01T11:35:18Z,23.66,55.3,1033.51,OK,2024-08-01
TEL-20240801-00189,DEV-0040,2024-08-01T13:17:40Z,93.46,86.35,985.25,WARN,2024-08-01
TEL-20240801-00208,DEV-0006,2024-08-01T01:41:49Z,62.41,65.58,1033.69,WARN,2024-08-01
TEL-20240801-00389,DEV-0026,2024-08-01T02:56:29Z,84.68,74.15,1001.75,OK,2024-08-01
TEL-20240801-00130,DEV-0002,2024-08-01T05:17:44Z,76.71,84.51,1004.57,OK,2024-08-01
TEL-20240801-00018,DEV-0016,2024-08-01T03:29:08Z,79.71,66.73,1049.15,ERROR,2024-08-01
TEL-20240801-00446,DEV-0006,2024-08-01T12:57:54Z,73.0,55.15,1043.03,ERROR,2024-08-01
TEL-20240801-00244,DEV-0019,2024-08-01T14:41:34Z,58.37,82.25,989.39,ERROR,2024-08-01
TEL-20240801-00057,DEV-0040,2024-08-01T01:39:47Z,25.64,73.39,1023.79,OK,2024-08-01
TEL-20240801-00135,DEV-0014,2024-08-01T16:07:22Z,51.1,39.83,1027.49,WARN,2024-08-01
TEL-20240801-00476,DEV-0031,2024-08-01T04:47:16Z,73.84,59.13,1043.88,OK,2024-08-01
TEL-20240801-00423,DEV-0024,2024-08-01T02:23:45Z,90.53,47.69,987.07,OK,2024-08-01
TEL-20240801-00368,DEV-0007,2024-08-01T04:48:07Z,63.4,46.88,1047.43,OK,2024-08-01
TEL-20240801-00352,DEV-0049,2024-08-01T21:25:31Z,28.95,64.27,1023.95,WARN,2024-08-01
TEL-20240801-00279,DEV-0014,2024-08-01T06:47:07Z,75.51,72.8,1044.01,ERROR,2024-08-01
TEL-20240801-00126,DEV-0023,2024-08-01T21:48:27Z,84.84,70.47,1047.79,ERROR,2024-08-01
TEL-20240801-00078,DEV-0001,2024-08-01T09:46:19Z,82.49,60.59,1026.2,OK,2024-08-01
TEL-20240801-00203,DEV-0012,2024-08-01T04:27:32Z,88.12,23.88,988.69,OK,2024-08-01
TEL-20240801-00153,DEV-0003,2024-08-01T07:45:28Z,94.31,56.68,1022.69,OK,2024-08-01
TEL-20240801-00083,DEV-0007,2024-08-01T16:58:29Z,19.18,30.09,1040.97,OK,2024-08-01
TEL-20240801-00438,DEV-0016,2024-08-01T03:03:25Z,62.03,78.79,990.75,OK,2024-08-01
TEL-20240801-00389,DEV-0026,2024-08-01T02:56:29Z,84.68,74.15,1001.75,OK,2024-08-01
TEL-20240801-00040,DEV-0047,2024-08-01T16:41:17Z,65.43,84.37,1034.22,WARN,2024-08-01
TEL-20240801-00120,DEV-0036,2024-08-01T22:20:24Z,94.59,57.14,1011.76,ERROR,2024-08-01
TEL-20240801-00331,DEV-0041,2024-08-01T05:11:40Z,68.61,47.69,1031.62,OK,2024-08-01
TEL-20240801-00341,DEV-0027,2024-08-01T21:31:26Z,72.68,51.07,991.71,ERROR,2024-08-01
TEL-20240801-00295,DEV-0006,2024-08-01T12:24:24Z,60.56,23.93,980.66,OK,2024-08-01
TEL-20240801-00441,DEV-0026,2024-08-01T15:31:57Z,68.9,26.38,1018.09,OK,2024-08-01
TEL-20240801-00249,DEV-0017,2024-08-01T12:15:28Z,76.04,86.78,1001.14,ERROR,2024-08-01
TEL-20240801-00034,DEV-0045,2024-08-01T08:49:23Z,30.92,62.51,1032.35,OK,2024-08-01
TEL-20240801-00271,DEV-0015,2024-08-01T13:19:17Z,22.69,86.4,1041.58,OK,2024-08-01
TEL-20240801-00398,DEV-0026,2024-08-01T22:53:47Z,43.12,51.69,996.35,OK,2024-08-01
TEL-20240801-00417,DEV-0037,2024-08-01T12:22:59Z,82.62,79.17,992.33,ERROR,2024-08-01
TEL-20240801-00110,DEV-0018,2024-08-01T06:07:54Z,81.46,26.42,994.85,ERROR,2024-08-01
TEL-20240801-00011,DEV-0037,2024-08-01T09:25:35Z,82.2,41.27,994.71,ERROR,2024-08-01
TEL-20240801-00323,DEV-0050,2024-08-01T07:42:42Z,45.34,65.29,983.1,WARN,2024-08-01
TEL-20240801-00478,DEV-0024,2024-08-01T08:37:18Z,53.71,28.24,983.76,ERROR,2024-08-01
TEL-20240801-00132,DEV-0048,2024-08-01T16:13:24Z,50.33,43.86,1005.9,OK,2024-08-01
TEL-20240801-00045,DEV-0032,2024-08-01T17:48:15Z,71.18,65.21,1014.36,OK,2024-08-01
TEL-20240801-00411,DEV-0031,2024-08-01T01:05:17Z,47.49,49.35,1024.99,ERROR,2024-08-01
TEL-20240801-00020,DEV-0029,2024-08-01T05:47:55Z,54.55,38.14,997.31,OK,2024-08-01
TEL-20240801-00421,DEV-0031,2024-08-01T00:21:58Z,65.29,76.45,1003.85,OK,2024-08-01
TEL-20240801-00384,DEV-0024,2024-08-01T05:16:49Z,25.92,60.17,1030.59,OK,2024-08-01
TEL-20240801-00355,DEV-0047,2024-08-01T14:40:42Z,71.69,79.51,1035.7,WARN,2024-08-01
TEL-20240801-00240,DEV-0042,2024-08-01T06:48:18Z,42.73,65.21,1043.56,OK,2024-08-01
TEL-20240801-00360,DEV-0011,2024-08-01T08:05:41Z,45.75,25.77,1026.52,OK,2024-08-01
TEL-20240801-00186,DEV-0034,2024-08-01T08:51:05Z,73.99,25.52,1022.17,OK,2024-08-01
TEL-20240801-00051,DEV-0046,2024-08-01T17:08:17Z,21.5,23.82,1000.45,OK,2024-08-01
TEL-20240801-00155,DEV-0005,2024-08-01T10:06:35Z,70.24,39.89,1030.66,ERROR,2024-08-01
TEL-20240801-00494,DEV-0014,2024-08-01T22:43:40Z,18.72,49.46,987.07,ERROR,2024-08-01
TEL-20240801-00309,DEV-0021,2024-08-01T12:00:18Z,49.86,74.54,1030.74,ERROR,2024-08-01
TEL-20240801-00095,DEV-0037,2024-08-01T21:49:47Z,92.97,83.74,1032.16,OK,2024-08-01
TEL-20240801-00403,DEV-0017,2024-08-01T05:01:25Z,83.8,58.92,1018.51,OK,2024-08-01
TEL-20240801-00424,DEV-0021,2024-08-01T04:10:46Z,91.05,75.43,1047.25,OK,2024-08-01
TEL-20240801-00431,DEV-0047,2024-08-01T00:03:24Z,51.74,49.38,991.64,WARN,2024-08-01
TEL-20240801-00163,DEV-0003,2024-08-01T13:23:43Z,73.41,87.87,1022.74,WARN,2024-08-01
TEL-20240801-00473,DEV-0019,2024-08-01T08:58:26Z,49.15,71.57,1020.81,ERROR,2024-08-01
TEL-20240801-00342,DEV-0002,2024-08-01T07:18:02Z,39.16,57.63,991.77,WARN,2024-08-01
TEL-20240801-00159,DEV-0033,2024-08-01T11:01:23Z,41.78,86.58,1003.92,WARN,2024-08-01
TEL-20240801-00439,DEV-0001,2024-08-01T13:05:18Z,81.44,63.76,1013.62,OK,2024-08-01
TEL-20240801-00265,DEV-0028,2024-08-01T17:24:52Z,35.68,52.24,990.86,OK,2024-08-01
TEL-20240801-00224,DEV-0038,2024-08-01T10:32:53Z,57.25,54.29,1019.4,WARN,2024-08-01
TEL-20240801-00004,DEV-0023,2024-08-01T20:32:25Z,70.32,79.06,1003.18,OK,2024-08-01
TEL-20240801-00014,DEV-0044,2024-08-01T09:14:51Z,33.33,21.71,997.14,WARN,2024-08-01
TEL-20240801-00005,DEV-0008,2024-08-01T08:11:37Z,92.12,38.58,987.59,WARN,2024-08-01
TEL-20240801-00484,DEV-0009,2024-08-01T19:27:40Z,51.06,50.03,1013.42,OK,2024-08-01
TEL-20240801-00285,DEV-0042,2024-08-01T21:21:16Z,76.78,54.2,1030.65,WARN,2024-08-01
TEL-20240801-00452,DEV-0049,2024-08-01T03:59:06Z,61.33,27.07,1000.03,ERROR,2024-08-01
TEL-20240801-00107,DEV-0027,2024-08-01T18:47:46Z,29.9,49.04,986.93,WARN,2024-08-01
TEL-20240801-00221,DEV-0036,2024-08-01T11:48:09Z,33.33,55.64,1015.01,OK,2024-08-01
TEL-20240801-00436,DEV-0042,2024-08-01T05:38:56Z,51.43,23.75,1003.18,OK,2024-08-01
TEL-20240801-00291,DEV-0035,2024-08-01T09:01:32Z,80.61,67.18,1036.43,OK,2024-08-01
TEL-20240801-00171,DEV-0010,2024-08-01T04:02:18Z,88.64,53.07,1038.18,WARN,2024-08-01
TEL-20240801-00420,DEV-0020,2024-08-01T05:31:02Z,24.95,36.28,995.32,ERROR,2024-08-01
TEL-20240801-00299,DEV-0021,2024-08-01T00:13:37Z,29.1,77.45,1037.46,OK,2024-08-01
TEL-20240801-00179,DEV-0023,2024-08-01T07:46:42Z,66.38,74.01,1031.46,OK,2024-08-01
TEL-20240801-00497,DEV-0034,2024-08-01T06:22:45Z,49.55,31.23,1018.37,OK,2024-08-01
TEL-20240801-00479,DEV-0038,2024-08-01T19:04:30Z,86.49,55.03,1040.72,WARN,2024-08-01
TEL-20240801-00407,DEV-0009,2024-08-01T02:57:54Z,81.86,43.21,982.99,WARN,2024-08-01
TEL-20240801-00326,DEV-0045,2024-08-01T16:09:22Z,94.82,53.79,1000.68,OK,2024-08-01
TEL-20240801-00380,DEV-0008,2024-08-01T00:45:08Z,72.02,31.47,1046.71,ERROR,2024-08-01
TEL-20240801-00100,DEV-0031,2024-08-01T09:47:55Z,44.08,28.06,1047.4,OK,2024-08-01
TEL-20240801-00227,DEV-0038,2024-08-01T15:10:33Z,66.43,63.38,1038.88,OK,2024-08-01
TEL-20240801-00378,DEV-0020,2024-08-01T22:27:46Z,91.41,36.7,997.11,WARN,2024-08-01
TEL-20240801-00185,DEV-0048,2024-08-01T14:57:24Z,44.11,33.08,1028.44,OK,2024-08-01
TEL-20240801-00457,DEV-0009,2024-08-01T09:47:28Z,77.6,42.46,1031.02,ERROR,2024-08-01
TEL-20240801-00301,DEV-0022,2024-08-01T12:48:47Z,28.78,89.19,1030.69,ERROR,2024-08-01
TEL-20240801-00144,DEV-0050,2024-08-01T11:22:46Z,91.78,65.18,990.34,OK,2024-08-01
TEL-20240801-00190,DEV-0024,2024-08-01T16:51:47Z,70.31,86.7,989.99,ERROR,2024-08-01
TEL-20240801-00173,DEV-0047,2024-08-01T19:33:27Z,26.56,40.17,1001.08,OK,2024-08-01
TEL-20240801-00223,DEV-0009,2024-08-01T10:59:39Z,42.53,47.51,1023.16,OK,2024-08-01
TEL-20240801-00158,DEV-0043,2024-08-01T22:53:47Z,94.78,83.87,986.54,WARN,2024-08-01
TEL-20240801-00027,DEV-0028,2024-08-01T15:01:24Z,43.88,67.54,1008.3,OK,2024-08-01
TEL-20240801-00116,DEV-0031,2024-08-01T14:49:23Z,57.52,27.63,1015.27,ERROR,2024-08-01
TEL-20240801-00209,DEV-0040,2024-08-01T20:01:31Z,86.45,58.19,1024.93,OK,2024-08-01
TEL-20240801-00270,DEV-0050,2024-08-01T21:52:20Z,36.24,81.34,1049.0,ERROR,2024-08-01
TEL-20240801-00009,DEV-0047,2024-08-01T09:32:19Z,69.35,42.83,1028.8,ERROR,2024-08-01
TEL-20240801-00139,DEV-0005,2024-08-01T12:55:47Z,21.26,21.31,1044.48,OK,2024-08-01
TEL-20240801-00251,DEV-0011,2024-08-01T12:43:32Z,89.08,82.15,1033.89,OK,2024-08-01
TEL-20240801-00347,DEV-0014,2024-08-01T23:37:44Z,45.0,69.75,1024.29,OK,2024-08-01
TEL-20240801-00076,DEV-0016,2024-08-01T14:35:09Z,47.54,84.53,1015.58,OK,2024-08-01
TEL-20240801-00201,DEV-0034,2024-08-01T13:49:26Z,81.4,25.16,1048.07,OK,2024-08-01
TEL-20240801-00304,DEV-0015,2024-08-01T11:35:24Z,51.25,67.58,1026.25,OK,2024-08-01
TEL-20240801-00016,DEV-0032,2024-08-01T12:15:09Z,68.52,20.39,1032.57,OK,2024-08-01
TEL-20240801-00289,DEV-0014,2024-08-01T16:29:23Z,22.65,64.64,1045.37,WARN,2024-08-01
TEL-20240801-00038,DEV-0028,2024-08-01T21:23:04Z,56.96,43.89,1039.47,WARN,2024-08-01
TEL-20240801-00065,DEV-0006,2024-08-01T07:43:53Z,84.26,61.1,981.45,OK,2024-08-01
TEL-20240801-00419,DEV-0037,2024-08-01T04:36:12Z,82.43,76.73,1047.93,ERROR,2024-08-01
