Transaction_ID,Customer_ID,Price,Status,Product_Name,Quantity,Date
133,C-90,25.21,Cancelled,Phone Charger,3,2024-08-31
134,C-33,16.97,Pending,Screen Protector,1,2024-07-21
135,C-107,33.54,Pending,SD Card,5,2024-12-19
136,C-121,75.41,Delivered,Ring Light,4,2024-02-16
137,C-254,368.03,Processing,Drawing Tablet,1,2024-11-05
138,C-144,41.58,Processing,Surge Protector,2,2024-01-09
139,C-146,498.48,Cancelled,Smart Watch,5,2024-07-29
140,C-116,80.99,Processing,UPS Battery Backup,3,2024-07-16
141,C-214,154.32,Delivered,Headphones,1,2024-10-03
142,C-115,16.7,Processing,USB Cable,1,2024-06-04
143,C-145,369.66,Processing,Portable Monitor,2,2024-11-03
144,C-97,69.59,Cancelled,Ring Light,1,2024-09-12
145,C-164,77.65,Delivered,Desk Lamp,1,2024-06-04
146,C-124,195.82,Processing,Docking Station,1,2024-10-11
147,C-221,24.1,Shipped,Cable Organizer,4,2024-11-21
148,C-136,40.36,Shipped,Laptop Sleeve,1,2024-10-08
149,C-12,76.95,Processing,Power Bank,5,2024-08-01
150,C-23,-45.87,Shipped,Phone Case,1,2024-09-02
151,C-228,389.36,Delivered,MIDI Keyboard,3,2024-06-07
152,C-19,85.27,Delivered,Ring Light,2,2024-08-21
153,C-98,40.38,Delivered,Surge Protector,5,2024-07-18
154,C-259,201.18,Cancelled,Wireless Earbuds,2,2024-04-24
155,C-78,142.79,Pending,Fitness Tracker,5,2024-12-12
156,C-157,19.61,Delivered,Cable Organizer,1,2024-08-31
157,C-277,27.04,Delivered,USB Hub,4,2024-09-28
158,C-218,119.95,Shipped,Fitness Tracker,2,2024-09-05
159,C-129,20.66,Cancelled,Screen Protector,5,2024-06-03
160,C-127,75.69,Cancelled,Desk Lamp,2,2024-02-25
161,C-286,304.71,Cancelled,Studio Microphone,4,2024-06-01
162,,9.06,Pending,USB Cable,2,2024-02-16
163,C-217,344.73,Pending,Studio Headphones,1,2024-11-23
164,C-40,45.14,Shipped,Wireless Charger,5,2024-02-06
165,C-123,1050.71,Shipped,3D Printer,1,2024-12-24
166,C-147,19.95,Delivered,USB Flash Drive,3,2024-02-17
167,C-134,66.23,Delivered,Laptop Stand,3,2024-07-12
168,C-258,282.53,Processing,Drawing Tablet,1,2024-06-22
169,C-61,51.01,Shipped,Headphones,1,2024-08-02
170,C-144,162.16,Delivered,Webcam,1,2024-11-03
171,C-195,55.87,Delivered,Tablet Stand,4,2024-11-03
172,C-297,40.03,Pending,Laptop Sleeve,5,2024-05-22
173,C-288,176.8,Delivered,Microphone,5,2024-09-02
174,C-41,671.37,Shipped,VR Headset,4,2024-01-31
175,C-197,459.42,Processing,Monitor,1,2024-10-09
176,C-103,130.73,Delivered,Network Switch,5,2024-09-07
177,C-155,639.3,Pending,VR Headset,1,2024-09-09
178,C-197,17.61,Processing,Screen Protector,1,2024-02-02
179,C-231,398.1,Pending,Action Camera,3,2024-06-29
180,C-62,390.98,Processing,Action Camera,5,2024-01-18
181,C-188,101.59,Delivered,Mechanical Keyboard,2,2024-09-07
182,C-96,1196.32,Shipped,Drone,3,2024-05-24
183,C-37,58.3,Delivered,Ring Light,5,2024-04-15
184,,53.41,Cancelled,Fitness Tracker,1,2024-04-13
185,C-291,34.26,Pending,Wireless Charger,2,2024-02-17
186,C-68,100.16,Delivered,Network Switch,2,2024-01-11
187,C-136,72.09,Processing,Power Bank,2,2024-09-22
188,C-33,39.93,Processing,Laptop Cooling Pad,5,2024-08-03
189,C-145,14.85,Pending,Mouse Pad,4,2024-03-09
190,C-98,41.54,Pending,Laptop Bag,2,2024-03-14
191,C-165,576.53,Shipped,Studio Microphone,2,2024-02-03
192,C-144,153.18,Delivered,Bluetooth Speaker,4,2024-01-24
193,C-96,1322.96,Shipped,3D Printer,2,2024-04-10
194,C-300,374.45,Processing,Action Camera,1,2024-05-06
195,C-54,40.78,Pending,Laptop Sleeve,4,2024-06-17
196,C-114,51.18,Shipped,SD Card,3,2024-12-05
197,C-260,253.34,Cancelled,Drawing Tablet,5,2024-10-01
198,C-263,81.6,Pending,Headphones,4,2024-08-30
199,C-254,32.66,Cancelled,Laptop Sleeve,5,2024-11-27
200,C-79,16.33,Delivered,Screen Protector,1,2024-03-02
201,C-273,45.06,Processing,Ring Light,1,2024-02-06
202,C-197,357.21,Shipped,Monitor,3,2024-07-29
203,C-197,33.16,Processing,Surge Protector,4,2024-03-23
204,C-243,21.3,Cancelled,Surge Protector,4,2024-12-10
205,C-261,135.93,Delivered,Fitness Tracker,3,2024-10-14
206,,16.05,Delivered,HDMI Cable,4,2024-03-19
207,C-165,44.49,Delivered,USB Flash Drive,3,2024-05-20
208,C-177,126.69,Shipped,Fitness Tracker,2,2024-07-17
209,C-22,30.53,Delivered,Mouse Pad,3,2024-06-05
210,C-109,585.92,Pending,VR Headset,3,2024-11-01
211,C-14,100.96,Processing,Fitness Tracker,3,2024-09-15
212,C-276,68.69,Shipped,Microphone,4,2024-10-13
213,C-5,305.42,Cancelled,Studio Headphones,1,2024-12-23
214,C-69,59.99,Pending,SD Card,5,2024-12-24
215,C-162,86.84,Pending,Gaming Headset,2,2024-01-13
216,C-47,-20.55,Delivered,Power Bank,4,2024-09-13
217,C-273,66.18,Processing,Fitness Tracker,2,2024-04-23
218,C-72,58.81,Cancelled,Wireless Mouse,2,2024-09-21
219,C-96,240.86,Processing,Docking Station,1,2024-09-09
220,C-236,2154.61,Processing,3D Printer,5,2024-04-12
221,C-23,271.33,Delivered,Studio Headphones,5,2024-03-09
222,C-31,301.85,Processing,Monitor,2,2024-12-07
223,C-61,14.86,Delivered,Mouse Pad,3,2024-06-07
224,C-167,111.68,Delivered,Webcam,1,2024-02-17
225,C-138,17.81,Processing,Screen Protector,4,2024-12-18
226,C-163,292.33,Cancelled,Router,3,2024-02-09
227,C-110,72.6,Delivered,Desk Lamp,4,2024-01-29
228,C-118,132.17,Shipped,Mechanical Keyboard,2,2024-11-04
229,C-278,17.02,Shipped,Screen Protector,2,2024-01-05
230,C-183,763.18,Pending,Drone,5,2024-02-13
231,C-162,21.94,Pending,Phone Charger,2,2024-09-28
232,C-284,30.87,Cancelled,Mouse Pad,4,2024-11-02
233,C-205,252.18,Delivered,Drawing Tablet,1,2024-10-20
234,C-34,393.21,Delivered,Portable Monitor,4,2024-05-06
235,C-60,178.46,Pending,Studio Microphone,5,2024-01-21
236,C-201,1923.79,Processing,3D Printer,3,2024-09-22
237,C-267,222.44,Cancelled,Wireless Earbuds,5,2024-06-03
238,C-191,498.34,Processing,Action Camera,2,2024-12-17
239,C-239,23.11,Cancelled,Surge Protector,2,2024-11-25
240,C-123,213.12,Pending,UPS Battery Backup,5,2024-12-25
241,C-196,183.91,Cancelled,Graphics Tablet,5,2024-03-05
242,C-160,162.18,Shipped,MIDI Keyboard,5,2024-12-24
243,C-220,661.54,Pending,VR Headset,2,2024-12-29
244,C-17,518.73,Pending,VR Headset,5,2024-10-27
245,C-50,244.7,Shipped,Gaming Headset,1,2024-05-11
246,C-134,126.59,Shipped,Mechanical Keyboard,2,2024-07-18
247,C-16,46.27,Pending,Laptop Cooling Pad,2,2024-03-11
248,C-258,852.33,Cancelled,Drone,5,2024-02-11
249,C-295,70.87,Delivered,Laptop Stand,5,2024-01-01
250,C-178,129.59,Cancelled,Fitness Tracker,5,2024-02-10
251,C-94,72.17,Pending,Bluetooth Speaker,1,2024-06-21
252,C-103,87.11,Delivered,Wireless Earbuds,1,2024-01-31
253,C-212,135.21,Shipped,Wireless Earbuds,3,2024-01-30
254,C-173,157.27,Cancelled,Mechanical Keyboard,1,2024-08-03
255,C-146,249.35,Pending,MIDI Keyboard,3,2024-06-20
256,C-172,24.17,Pending,Cable Organizer,3,2024-07-08
257,C-9,55.49,Delivered,Ring Light,1,2024-03-28
258,C-4,159.5,Processing,Wireless Earbuds,3,2024-01-25
259,C-209,57.03,Cancelled,Desk Lamp,5,2024-08-12
260,C-178,56.46,Cancelled,Ring Light,5,2024-05-09
261,C-271,44.88,Shipped,Tablet Stand,1,2024-05-04
262,C-268,17.6,Cancelled,USB Flash Drive,4,2024-03-14
263,C-149,185.69,Pending,Graphics Tablet,2,2024-10-01
264,C-211,808.97,Pending,Drone,3,2024-12-23
265,C-226,117.77,Processing,Router,2,2024-04-11
266,C-251,43.52,Delivered,USB Hub,2,2024-09-19
267,C-300,18.51,Delivered,Screen Protector,2,2024-08-08
268,C-194,202.78,Delivered,Docking Station,4,2024-08-31
269,C-97,68.46,Delivered,Power Bank,4,2024-02-26
270,C-265,13.7,Processing,HDMI Cable,2,2024-12-12
271,C-130,295.03,Shipped,Portable Monitor,1,2024-04-14
272,C-73,0.0,Shipped,Audio Interface,4,2024-07-10
273,C-20,46.64,Pending,Laptop Cooling Pad,5,2024-01-11
274,C-63,257.18,Processing,Audio Interface,4,2024-03-30
275,C-40,21.36,Processing,Cable Organizer,2,2024-09-20
276,C-103,173.03,Shipped,Router,4,2024-06-19
277,C-83,101.6,Processing,Webcam,2,2024-11-25
278,C-167,107.26,Pending,Webcam,1,2024-02-03
279,C-110,89.11,Processing,Laptop Bag,3,2024-08-03
280,C-54,16.7,Pending,HDMI Cable,1,2024-07-27
281,C-124,82.29,Processing,Wireless Earbuds,1,2024-03-07
282,C-227,97.27,Pending,Network Switch,3,2024-07-14
283,C-161,94.63,Processing,Network Switch,3,2024-02-02
284,C-22,15.12,Shipped,Cable Organizer,1,2024-09-17
285,C-226,184.54,Processing,Smart Watch,1,2024-04-24
286,C-37,150.31,Shipped,Router,5,2024-12-27
287,C-43,16.62,Pending,HDMI Cable,1,2024-10-17
288,C-58,56.1,Shipped,Headphones,4,2024-12-25
289,C-100,158.32,Cancelled,Network Switch,2,2024-03-15
290,C-42,275.39,Cancelled,External SSD,2,2024-04-06
291,C-107,183.38,Delivered,Drawing Tablet,1,2024-11-18
292,C-267,317.67,Pending,Drawing Tablet,2,2024-04-21
293,C-187,159.88,Cancelled,Network Switch,2,2024-02-17
294,C-201,153.97,Delivered,Mechanical Keyboard,3,2024-06-06
295,C-216,115.02,Pending,Docking Station,5,2024-11-29
296,C-188,241.74,Delivered,Gaming Headset,5,2024-07-23
297,C-27,146.49,Shipped,Studio Headphones,5,2024-03-12
298,C-221,40.89,Delivered,SD Card,5,2024-07-18
299,C-89,273.8,Shipped,Graphics Tablet,3,2024-04-07
300,,29.11,Delivered,Cable Organizer,5,2024-11-18
301,C-9,84.56,Delivered,Keyboard,4,2024-09-27
302,C-53,60.23,Delivered,Bluetooth Speaker,2,2024-03-13
303,C-141,1371.18,Delivered,Drone,2,2024-03-08
304,C-146,106.86,Pending,Smart Watch,2,2024-06-19
305,C-169,38.42,Pending,Laptop Sleeve,4,2024-09-23
306,C-249,15.65,Pending,HDMI Cable,2,2024-12-10
307,C-289,99.43,Processing,Ring Light,4,2024-11-13
308,C-9,103.3,Processing,Keyboard,5,2024-03-17
309,C-205,75.21,Processing,Headphones,2,2024-12-26
310,C-291,223.74,Pending,Portable Monitor,4,2024-08-13
311,C-142,541.35,Pending,3D Printer,1,2024-02-27
312,C-160,183.83,Shipped,Graphics Tablet,4,2024-07-07
313,C-218,224.41,Delivered,Smart Watch,4,2024-12-03
314,C-5,172.63,Shipped,Mechanical Keyboard,1,2024-05-13
315,C-226,46.79,Shipped,Wireless Mouse,1,2024-09-10
316,C-200,365.65,Pending,Action Camera,4,2024-01-18
317,C-243,11.84,Delivered,Ethernet Cable,5,2024-05-02
318,C-102,373.84,Processing,Drone,2,2024-12-24
319,C-126,15.04,Pending,Phone Case,4,2024-03-26
320,C-49,65.48,Cancelled,Laptop Stand,1,2024-11-15
321,C-240,184.51,Cancelled,Microphone,2,2024-09-11
322,C-224,156.12,Pending,Studio Headphones,5,2024-12-01
323,C-254,115.97,Delivered,Gaming Headset,2,2024-05-02
324,C-265,15.9,Shipped,Phone Case,5,2024-12-18
325,C-171,14.76,Processing,Mouse Pad,2,2024-10-26
326,C-124,398.49,Pending,Portable Monitor,5,2024-12-08
327,C-209,151.33,Delivered,Router,3,2024-03-24
328,C-131,379.92,Delivered,Audio Interface,5,2024-12-22
329,C-278,43.89,Shipped,Phone Case,5,2024-08-01
330,C-197,22.74,Processing,Mouse Pad,1,2024-04-29
331,C-171,227.28,Processing,Action Camera,3,2024-03-24
332,C-48,24.08,Processing,Mouse Pad,2,2024-07-04
333,C-183,28.92,Processing,Phone Case,3,2024-05-27
334,C-281,12.58,Shipped,USB Cable,2,2024-02-02
335,C-247,690.49,Delivered,VR Headset,3,2024-06-14
336,C-26,141.31,Delivered,Studio Headphones,5,2024-09-17
337,C-233,323.3,Processing,Studio Headphones,4,2024-01-06
338,C-265,41.58,Shipped,Laptop Sleeve,4,2024-05-26
339,C-46,719.65,Cancelled,VR Headset,3,2024-08-04
340,C-49,381.74,Delivered,Graphics Tablet,4,2024-06-15
341,C-235,28.34,Pending,USB Hub,2,2024-06-14
342,C-133,215.64,Pending,Router,5,2024-07-20
343,C-278,12.22,Delivered,Ethernet Cable,3,2024-04-26
344,C-240,90.9,Cancelled,Keyboard,1,2024-10-10
345,C-229,213.59,Pending,Monitor,1,2024-04-21
346,C-168,94.96,Cancelled,Ring Light,5,2024-05-11
347,C-63,136.04,Delivered,Bluetooth Speaker,4,2024-01-12
348,C-191,45.08,Pending,Wireless Mouse,5,2024-06-10
349,C-104,188.5,Processing,Audio Interface,5,2024-02-09
350,C-138,21.84,Processing,Surge Protector,4,2024-01-24
351,C-65,46.88,Cancelled,Laptop Sleeve,5,2024-12-21
352,C-264,158.05,Pending,Microphone,1,2024-09-06
353,C-55,16.23,Pending,Printer Cable,2,2024-06-16
354,C-263,14.49,Cancelled,USB Cable,4,2024-10-08
355,C-138,33.77,Cancelled,Phone Charger,2,2024-04-20
356,C-40,153.68,Delivered,Mechanical Keyboard,3,2024-09-19
357,C-258,9.74,Processing,USB Cable,3,2024-05-14
358,C-224,23.18,Shipped,SD Card,5,2024-03-26
359,C-118,36.41,Processing,USB Flash Drive,5,2024-11-14
360,C-137,10.81,Processing,USB Cable,3,2024-05-11
361,C-31,282.73,Delivered,Studio Headphones,1,2024-11-15
362,C-243,19.66,Delivered,HDMI Cable,2,2024-05-07
363,C-214,244.81,Delivered,Docking Station,2,2024-04-07
364,C-204,32.59,Cancelled,Surge Protector,4,2024-12-01
365,C-219,999.98,Pending,Drone,4,2024-07-29
366,C-19,166.12,Pending,Studio Headphones,1,2024-08-15
367,C-99,257.11,Pending,Router,2,2024-08-29
368,C-83,145.02,Pending,Wireless Earbuds,5,2024-09-25
369,C-137,358.93,Delivered,Graphics Tablet,1,2024-05-30
370,C-38,84.48,Processing,Graphics Tablet,1,2024-12-21
371,C-151,25.15,Cancelled,USB Flash Drive,5,2024-08-27
372,C-107,49.29,Delivered,Power Bank,2,2024-02-27
373,C-220,15.93,Shipped,Printer Cable,3,2024-06-15
374,C-242,21.42,Delivered,Mouse Pad,1,2024-09-21
375,C-167,61.72,Pending,Ring Light,3,2024-08-21
376,C-40,66.22,Pending,Laptop Stand,4,2024-09-12
377,C-105,81.27,Cancelled,UPS Battery Backup,5,2024-11-02
378,C-210,161.22,Processing,Headphones,5,2024-02-13
379,C-94,75.88,Delivered,Power Bank,5,2024-12-24
380,C-88,84.95,Shipped,Ring Light,1,2024-07-28
381,C-155,2243.34,Shipped,3D Printer,1,2024-08-03
382,C-217,66.3,Delivered,SD Card,3,2024-07-19
383,C-68,59.42,Processing,Network Switch,3,2024-01-22
384,C-115,376.63,Processing,MIDI Keyboard,1,2024-11-26
385,C-207,152.97,Cancelled,Studio Headphones,4,2024-10-14
386,C-40,13.13,Delivered,Screen Protector,5,2024-02-28
387,C-101,49.07,Processing,Laptop Cooling Pad,2,2024-03-16
388,C-247,98.52,Shipped,MIDI Keyboard,1,2024-08-10
389,C-46,104.48,Cancelled,Webcam,3,2024-06-12
390,C-202,14.0,Processing,Screen Protector,2,2024-08-10
391,C-60,12.6,Cancelled,Screen Protector,2,2024-07-21
392,C-115,260.12,Pending,Portable Monitor,4,2024-07-18
393,C-120,18.29,Pending,Printer Cable,5,2024-09-08
394,C-63,356.72,Delivered,Studio Microphone,3,2024-07-10
395,C-26,156.68,Cancelled,External SSD,1,2024-04-29
396,C-298,345.02,Processing,Studio Headphones,2,2024-08-19
397,C-83,20.52,Processing,HDMI Cable,2,2024-11-28
398,C-278,377.05,Delivered,Drone,1,2024-06-04
399,C-1,239.96,Processing,Headphones,4,2024-06-14
400,C-231,363.27,Processing,Action Camera,4,2024-04-01
401,C-177,190.91,Pending,Smart Watch,5,2024-12-25
402,C-80,46.04,Pending,Wireless Mouse,2,2024-07-11
403,C-290,221.5,Shipped,Studio Headphones,2,2024-03-23
404,C-47,20.79,Cancelled,Phone Charger,2,2024-10-17
405,C-34,141.09,Pending,Microphone,1,2024-05-23
406,C-240,186.8,Cancelled,Microphone,3,2024-12-21
407,C-229,106.01,Delivered,Mechanical Keyboard,5,2024-12-27
408,C-176,27.08,Shipped,Wireless Charger,4,2024-07-01
409,C-124,11.54,Cancelled,HDMI Cable,2,2024-01-24
410,C-38,51.26,Shipped,Wireless Mouse,3,2024-03-26
411,C-111,38.34,Delivered,Surge Protector,1,2024-06-06
412,C-300,35.25,Shipped,Tablet Stand,3,2024-01-27
413,C-230,260.98,Shipped,Router,4,2024-04-09
414,C-92,116.14,Delivered,UPS Battery Backup,4,2024-07-29
415,C-234,87.18,Delivered,Keyboard,3,2024-09-21
416,C-69,102.86,Pending,Webcam,1,2024-06-02
417,C-206,29.21,Delivered,Laptop Sleeve,5,2024-05-28
418,,278.65,Processing,Headphones,5,2024-05-11
419,C-109,296.28,Shipped,External SSD,2,2024-10-05
420,C-165,15.31,Delivered,Mouse Pad,3,2024-03-24
421,C-89,228.11,Shipped,External SSD,2,2024-08-30
422,C-288,196.81,Delivered,Router,3,2024-07-20
423,C-157,497.53,Shipped,Audio Interface,2,2024-03-15
424,C-13,49.55,Cancelled,Laptop Cooling Pad,4,2024-03-25
425,C-58,82.89,Delivered,Laptop Bag,1,2024-02-03
426,C-65,221.91,Delivered,UPS Battery Backup,3,2024-11-09
427,C-81,136.12,Pending,UPS Battery Backup,3,2024-08-19
428,C-200,21.52,Processing,HDMI Cable,2,2024-03-12
429,C-179,114.97,Delivered,External SSD,1,2024-12-01
430,C-31,37.89,Delivered,Power Bank,5,2024-05-09
431,C-58,21.56,Processing,HDMI Cable,1,2024-12-23
432,C-258,128.19,Cancelled,Studio Headphones,1,2024-07-13
433,C-97,263.71,Delivered,Studio Headphones,5,2024-10-12
434,C-79,162.37,Shipped,Gaming Headset,1,2024-06-03
435,C-6,13.9,Delivered,Screen Protector,2,2024-04-19
436,C-61,93.97,Processing,Drawing Tablet,5,2024-07-14
437,C-225,369.97,Cancelled,Audio Interface,3,2024-08-13
438,C-116,13.84,Pending,HDMI Cable,2,2024-08-17
439,C-126,83.66,Shipped,Fitness Tracker,3,2024-07-06
440,C-32,231.7,Delivered,Graphics Tablet,4,2024-04-29
441,C-128,160.56,Delivered,Microphone,4,2024-07-14
442,C-186,158.07,Delivered,Headphones,5,2024-06-16
443,C-4,755.87,Delivered,VR Headset,3,2024-09-03
444,C-180,115.39,Delivered,Laptop Bag,3,2024-01-24
445,C-241,142.52,Shipped,Graphics Tablet,2,2024-02-01
446,C-99,22.53,Processing,Screen Protector,4,2024-05-18
447,C-28,23.14,Shipped,Ethernet Cable,1,2024-12-31
448,C-201,225.2,Pending,Gaming Headset,2,2024-10-31
449,C-127,65.39,Delivered,Microphone,2,2024-07-01
450,C-264,266.27,Pending,Headphones,3,2024-12-08
451,C-268,133.45,Processing,Studio Headphones,4,2024-11-16
452,C-121,273.47,Shipped,Studio Headphones,4,2024-10-02
453,C-170,242.65,Shipped,Docking Station,5,2024-06-18
454,C-245,204.48,Cancelled,Drawing Tablet,1,2024-08-19
455,C-65,9.53,Pending,USB Cable,3,2024-08-11
456,C-247,28.65,Cancelled,Phone Case,2,2024-03-29
457,C-27,12.3,Pending,Ethernet Cable,4,2024-09-27
458,C-296,45.68,Cancelled,Laptop Cooling Pad,2,2024-01-21
459,C-136,33.38,Delivered,Wireless Charger,1,2024-04-15
460,C-111,107.42,Processing,Laptop Bag,5,2024-04-14
461,C-263,446.05,Delivered,VR Headset,4,2024-01-04
462,C-139,34.47,Shipped,SD Card,5,2024-08-03
463,C-169,266.78,Processing,MIDI Keyboard,1,2024-08-20
464,C-270,128.34,Pending,Studio Headphones,5,2024-10-24
465,C-249,30.91,Shipped,Mouse Pad,2,2024-03-23
466,C-286,73.43,Pending,Fitness Tracker,4,2024-03-24
467,C-199,12.67,Cancelled,Printer Cable,5,2024-07-10
468,C-82,209.96,Shipped,Smart Watch,5,2024-06-10
469,C-118,35.06,Shipped,USB Hub,2,2024-10-19
470,C-160,792.85,Delivered,VR Headset,4,2024-07-10
471,C-158,29.18,Pending,Wireless Charger,2,2024-06-13
472,C-90,230.91,Processing,UPS Battery Backup,4,2024-01-18
473,C-207,29.69,Delivered,Phone Case,1,2024-01-29
474,C-109,172.08,Delivered,Network Switch,5,2024-01-26
475,C-218,21.62,Processing,HDMI Cable,1,2024-02-10
476,C-226,-48.18,Delivered,Fitness Tracker,4,2024-05-09
477,C-38,25.63,Shipped,Cable Organizer,1,2024-07-14
478,C-104,47.02,Shipped,Laptop Cooling Pad,4,2024-01-01
479,C-273,33.04,Pending,Phone Case,1,2024-10-07
480,C-91,363.63,Shipped,Studio Headphones,4,2024-10-12
481,C-286,182.48,Pending,Drawing Tablet,1,2024-03-11
482,C-112,67.95,Processing,Microphone,4,2024-09-22
483,C-96,478.54,Shipped,Smart Watch,5,2024-02-20
484,C-52,36.25,Cancelled,SD Card,2,2024-11-02
485,C-11,10.08,Delivered,Printer Cable,1,2024-07-28
486,C-203,59.54,Processing,USB Hub,5,2024-05-15
487,C-150,33.88,Delivered,Phone Case,2,2024-04-17
488,C-14,326.26,Shipped,Drawing Tablet,1,2024-12-18
489,C-145,452.16,Cancelled,Drone,4,2024-03-13
490,C-45,165.02,Shipped,UPS Battery Backup,5,2024-11-16
491,C-202,1129.35,Processing,Drone,3,2024-05-14
492,C-117,114.93,Shipped,Keyboard,1,2024-03-23
493,C-234,16.31,Delivered,HDMI Cable,2,2024-09-28
494,C-65,508.42,Pending,VR Headset,4,2024-02-17
495,C-227,19.33,Pending,Ethernet Cable,2,2024-06-22
496,C-232,203.37,Delivered,Wireless Earbuds,2,2024-08-11
497,C-296,493.02,Cancelled,Audio Interface,2,2024-02-11
498,C-233,27.54,Processing,Cable Organizer,4,2024-09-20
499,C-53,18.64,Cancelled,Ethernet Cable,3,2024-12-20
500,C-80,44.07,Delivered,Wireless Mouse,5,2024-01-20
501,C-154,259.88,Shipped,Audio Interface,3,2024-12-02
502,C-97,52.87,Delivered,Desk Lamp,1,2024-09-18
503,C-285,57.14,Cancelled,Wireless Mouse,2,2024-11-20
504,C-278,111.59,Shipped,Webcam,3,2024-02-19
505,C-55,36.46,Shipped,USB Flash Drive,2,2024-02-21
506,C-71,316.35,Delivered,Drawing Tablet,3,2024-10-19
507,C-190,61.54,Cancelled,Power Bank,2,2024-09-28
508,C-76,1279.44,Shipped,3D Printer,2,2024-05-05
509,C-77,121.47,Processing,Mechanical Keyboard,1,2024-05-17
510,,30.01,Delivered,Phone Case,1,2024-03-14
511,C-160,1484.68,Cancelled,Drone,4,2024-05-15
512,C-111,39.36,Cancelled,Phone Charger,2,2024-05-05
513,C-272,18.4,Delivered,Cable Organizer,4,2024-05-12
514,C-51,87.81,Cancelled,Fitness Tracker,1,2024-08-19
515,C-73,57.45,Processing,Laptop Cooling Pad,1,2024-12-20
516,C-245,106.38,Pending,Fitness Tracker,1,2024-02-21
517,C-254,184.94,Pending,Action Camera,4,2024-12-24
518,C-44,52.72,Processing,Wireless Mouse,1,2024-07-05
519,C-37,14.02,Shipped,HDMI Cable,1,2024-06-27
520,C-299,81.13,Cancelled,Laptop Stand,3,2024-01-11
521,C-75,1109.14,Delivered,Drone,1,2024-08-21
522,C-277,135.05,Processing,Drawing Tablet,3,2024-05-22
523,C-63,125.18,Cancelled,Docking Station,5,2024-07-18
524,C-84,51.15,Shipped,Desk Lamp,3,2024-01-30
525,C-191,39.31,Delivered,USB Flash Drive,4,2024-12-12
526,C-181,452.85,Processing,Smart Watch,4,2024-08-10
527,C-244,258.36,Pending,Monitor,2,2024-11-19
528,C-27,436.92,Processing,Monitor,5,2024-10-15
529,C-30,12.7,Cancelled,HDMI Cable,1,2024-03-13
530,C-108,-9.83,Processing,Studio Microphone,2,2024-07-04
531,C-139,41.64,Delivered,SD Card,2,2024-10-26
532,C-255,11.38,Delivered,Screen Protector,2,2024-03-05
533,C-16,48.2,Shipped,Headphones,4,2024-04-25
534,C-265,53.04,Cancelled,Laptop Cooling Pad,4,2024-10-23
535,C-146,238.66,Cancelled,MIDI Keyboard,1,2024-09-19
536,C-281,172.22,Delivered,Router,5,2024-06-23
537,C-272,23.19,Processing,Ethernet Cable,4,2024-11-28
538,C-262,72.31,Cancelled,Laptop Stand,3,2024-06-29
539,C-122,279.58,Delivered,Studio Microphone,5,2024-01-03
540,C-26,139.84,Shipped,Router,4,2024-01-12
541,C-203,20.23,Cancelled,Surge Protector,5,2024-08-15
542,C-175,929.06,Cancelled,3D Printer,2,2024-02-02
543,C-125,46.59,Processing,USB Flash Drive,1,2024-06-20
544,C-151,26.47,Processing,Ethernet Cable,3,2024-06-17
545,C-33,67.14,Cancelled,Laptop Stand,5,2024-12-14
546,C-280,19.34,Delivered,USB Cable,3,2024-01-31
547,C-170,285.31,Pending,Drawing Tablet,2,2024-06-28
