order_id,customer_id,order_status,order_amount,order_ts,region
ORD-0061,CUST0074,CANCELLED,466.62,2024-11-10 05:11:21,us-east
ORD-0052,CUST0031,CANCELLED,154.02,2024-12-30 08:30:33,ca-central
ORD-0511,CUST0015,UNKNOWN,-0.01,2024-05-16 00:09:28,eu-central
ORD-0063,CUST0045,CANCELLED,937.47,2024-11-12 19:04:08,us-east
ORD-0421,CUST0079,DELIVERED,647.01,2024-01-21 13:17:25,eu-central
ORD-0054,CUST0025,CANCELLED,512.24,2024-11-17 18:22:23,ap-south
ORD-0075,CUST0031,CANCELLED,97.28,2024-11-01 19:07:33,ap-south
ORD-0079,CUST0086,CANCELLED,506.49,2024-11-23 15:44:21,ap-south
ORD-0415,CUST0077,DELIVERED,636.83,2024-03-20 09:08:24,us-west
ORD-0500,CUST0039,  shipped  ,0,2024-07-10 07:28:15,us-west
ORD-0062,CUST0014,CANCELLED,279.2,2024-12-23 05:34:11,ca-central
ORD-0420,CUST0085,SHIPPED,407.89,2024-03-12 14:36:03,us-east
ORD-0053,CUST0036,CANCELLED,38.07,2024-11-01 05:39:12,ap-south
ORD-0414,CUST0100,SHIPPED,47.97,2024-02-06 11:51:10,eu-central
ORD-0402,CUST0036,DELIVERED,757.3,2024-03-16 07:54:26,ap-south
ORD-0072,CUST0046,CANCELLED,924.42,2024-12-18 03:20:46,ap-south
ORD-0067,CUST0005,CANCELLED,61.71,2024-11-02 05:48:30,us-east
