order_id,customer_id,order_status,order_amount,order_ts,region
ORD-0011,CUST0014,DELIVERED,450.31,2024-05-30 20:20:42,ca-central
ORD-0046,CUST0070,PLACED,79.02,2024-04-16 22:11:53,ap-south
ORD-0036,CUST0096,DELIVERED,925.64,2024-02-23 06:13:19,us-east
,CUST0088,SHIPPED,712.96,2024-05-10 07:40:31,us-east
ORD-0088,CUST0078,returned,491.96,2024-05-31 14:50:16,us-west
,CUST0014,SHIPPED,936.76,2024-06-26 17:28:15,eu-central
,CUST0018,DELIVERED,466.95,2024-06-18 20:23:20,us-west
ORD-0090,CUST0063,UNKNOWN,598.64,2024-04-06 11:11:21,us-west
ORD-0055,CUST0068,CANCELLED,299.51,2024-04-05 15:44:07,us-west
ORD-0037,CUST0019,SHIPPED,365.96,2024-05-31 18:18:39,us-east
ORD-0004,CUST0023,SHIPPED,512.24,2024-06-11 06:36:53,ap-south
ORD-0010,CUST0060,PLACED,917.68,2024-06-01 06:34:41,ca-central
ORD-0041,CUST0011,DELIVERED,459.26,2024-04-30 10:14:16,us-east
ORD-0093,CUST0033,  shipped  ,564.49,2024-04-08 18:11:05,us-east
ORD-0028,CUST0005,PLACED,737.76,2024-01-02 17:06:46,us-east
ORD-0056,CUST0090,PLACED,485.05,2024-05-12 09:14:53,us-east
ORD-0057,CUST0036,DELIVERED,181.33,2024-01-02 18:58:00,eu-central
,CUST0097,DELIVERED,924.14,2024-01-23 06:22:01,eu-central
ORD-0038,CUST0028,PLACED,532.43,2024-06-15 05:21:21,ca-central
ORD-0039,CUST0016,SHIPPED,278.23,2024-02-01 06:03:58,eu-central
ORD-0013,CUST0097,SHIPPED,226.97,2024-04-01 17:01:32,ap-south
ORD-0080,CUST0091,CANCELLED,945.62,2024-01-23 04:42:16,ca-central
ORD-0068,CUST0022,PLACED,497.88,2024-02-27 02:22:57,eu-central
ORD-0008,CUST0057,PLACED,108.85,2024-06-04 14:48:56,us-west
ORD-0040,CUST0008,CANCELLED,95.78,2024-05-16 09:15:56,eu-central
ORD-0010,CUST0051,DELIVERED,154.24,2023-12-31 10:00:00,ca-central
ORD-0016,CUST0098,CANCELLED,126.72,2024-04-07 20:52:39,ca-central
ORD-0006,CUST0100,DELIVERED,538.62,2024-02-09 19:15:31,us-west
ORD-0087,CUST0012,  shipped  ,949.52,2024-05-21 17:57:51,ap-south
ORD-0091,CUST0062,  shipped  ,949.64,2024-01-30 11:02:50,us-west
ORD-0047,CUST0066,PLACED,186.56,2024-04-03 12:36:38,us-west
ORD-0033,CUST0068,DELIVERED,321.86,2024-02-07 15:18:01,eu-central
ORD-0052,CUST0083,CANCELLED,199.41,2024-04-07 05:19:05,eu-central
ORD-0004,CUST0004,SHIPPED,216.96,2023-12-31 10:00:00,ca-central
ORD-0007,CUST0046,SHIPPED,173.9,2023-12-31 10:00:00,eu-central
ORD-0102,CUST0058,DELIVERED,-50.0,2024-04-30 20:08:07,us-west
ORD-0053,CUST0083,SHIPPED,261.67,2024-06-03 15:38:07,us-west
ORD-0003,CUST0019,PLACED,852.6,2024-01-06 12:07:34,ap-south
ORD-0098,CUST0040,SHIPPED,0,2024-05-03 04:57:08,ca-central
ORD-0059,CUST0055,CANCELLED,877.78,2024-06-04 17:25:57,us-east
ORD-0006,CUST0013,SHIPPED,528.65,2023-12-31 10:00:00,ca-central
ORD-0095,CUST0079,pending,955.79,2024-03-31 23:30:31,us-east
ORD-0030,CUST0100,CANCELLED,173.69,2024-05-08 23:06:27,ap-south
